upazila_code,type,param,area,percent,len
552764,pktp,P5,1825624,51.02,50-60 days
552764,krgp,K3,3192323,89.22,190-200/115-135 days
552764,krgp,K2,186119,5.2,180-190/115-125 days
552764,krgp,K4,199509,5.58,200-210/115-135 days
552764,cwz,T5,3577950,100,90-100 days
552764,hsz,E2,3577950,100,0.5-5 days
552712,pktp,P3,3082210,76.04,30-40 days
552712,pktp,P4,971065,23.96,40-50 days
552712,krgp,K5,2274133,56.11,210-220/120-140 days
552712,krgp,K3,437481,10.79,190-200/115-135 days
552712,krgp,K4,1341662,33.1,200-210/115-135 days
552712,cwz,T5,4053275,100,90-100 days
552712,hsz,E2,3909055,96.44,0.5-5 days
552712,hsz,E1,144221,3.56,less than 0.5 days
552721,pktp,P4,86253,3.85,40-50 days
552721,pktp,P5,2152518,96.15,50-60 days
552721,krgp,K3,617511,27.58,190-200/115-135 days
552721,krgp,K2,1621261,72.42,180-190/115-125 days
552721,cwz,T5,2238771,100,90-100 days
552721,hsz,E2,2238771,100,0.5-5 days
552738,pktp,P4,2953341,100,40-50 days
552738,krgp,K3,2953341,100,190-200/115-135 days
552738,cwz,T4,2530668,85.69,70-90 days
552738,cwz,T5,422674,14.31,90-100 days
552738,hsz,E2,2953341,100,0.5-5 days
552743,pktp,P4,1521719,100,40-50 days
552743,krgp,K5,360441,23.69,210-220/120-140 days
552743,krgp,K4,1161278,76.31,200-210/115-135 days
552743,cwz,T4,1521719,100,70-90 days
552743,hsz,E2,1521719,100,0.5-5 days
552747,pktp,P4,1007736,100,40-50 days
552747,krgp,K3,504993,50.11,190-200/115-135 days
552747,krgp,K4,502743,49.89,200-210/115-135 days
552747,cwz,T4,1007736,100,70-90 days
552747,hsz,E2,1007736,100,0.5-5 days
552756,pktp,P3,235405,11.48,30-40 days
552756,pktp,P4,1352714,65.96,40-50 days
552756,pktp,P5,462578,22.56,50-60 days
552756,krgp,K5,10323,0.5,210-220/120-140 days
552756,krgp,K3,1481306,72.23,190-200/115-135 days
552756,krgp,K2,33,0,180-190/115-125 days
552756,krgp,K4,559035,27.26,200-210/115-135 days
552756,cwz,T5,2050696,100,90-100 days
552756,hsz,E2,2049678,99.95,0.5-5 days
552756,hsz,E1,1019,0.05,less than 0.5 days
552760,pktp,P3,1766970,100,30-40 days
552760,krgp,K5,1554408,87.97,210-220/120-140 days
552760,krgp,K4,212562,12.03,200-210/115-135 days
552760,cwz,T5,1766970,100,90-100 days
552760,hsz,E2,152344,8.62,0.5-5 days
552760,hsz,E1,1614626,91.38,less than 0.5 days
552769,pktp,P4,4108211,100,40-50 days
552769,krgp,K5,876831,21.34,210-220/120-140 days
552769,krgp,K3,269949,6.57,190-200/115-135 days
552769,krgp,K4,2961432,72.09,200-210/115-135 days
552769,cwz,T4,4108211,100,70-90 days
552769,hsz,E2,3307471,80.51,0.5-5 days
552769,hsz,E1,800741,19.49,less than 0.5 days
553224,pktp,P3,227310,6.99,30-40 days
553224,pktp,P4,3023653,93.01,40-50 days
553224,krgp,K5,149070,4.59,210-220/120-140 days
553224,krgp,K6,2874583,88.42,220-230/120-145 days
553224,krgp,K7,227310,6.99,230-240/120-145 days
553224,cwz,T4,3250963,100,70-90 days
553224,hsz,E2,3247475,99.89,0.5-5 days
553224,hsz,E1,3488,0.11,less than 0.5 days
553221,pktp,P3,40695,1.02,30-40 days
553221,pktp,P4,3932587,98.98,40-50 days
553221,krgp,K5,974726,24.53,210-220/120-140 days
553221,krgp,K6,2957861,74.44,220-230/120-145 days
553221,krgp,K7,40695,1.02,230-240/120-145 days
553221,cwz,T4,3973281,100,70-90 days
553221,hsz,E2,3973281,100,0.5-5 days
552777,pktp,P3,81219,1.62,30-40 days
552777,pktp,P4,4942679,98.38,40-50 days
552777,krgp,K5,223967,4.46,210-220/120-140 days
552777,krgp,K3,2878328,57.29,190-200/115-135 days
552777,krgp,K4,1921603,38.25,200-210/115-135 days
552777,cwz,T4,1137875,22.65,70-90 days
552777,cwz,T5,3886023,77.35,90-100 days
552777,hsz,E2,1536363,30.58,0.5-5 days
552777,hsz,E1,3487535,69.42,less than 0.5 days
553267,pktp,P4,1855231,100,40-50 days
553267,krgp,K5,1613668,86.98,210-220/120-140 days
553267,krgp,K6,130309,7.02,220-230/120-145 days
553267,krgp,K4,111254,6,200-210/115-135 days
553267,cwz,T4,1855231,100,70-90 days
553267,hsz,E2,1855231,100,0.5-5 days
553282,pktp,P4,2284330,100,40-50 days
553282,krgp,K5,176244,7.72,210-220/120-140 days
553282,krgp,K6,2108086,92.28,220-230/120-145 days
553282,cwz,T4,2284330,100,70-90 days
553282,hsz,E2,2013777,88.16,0.5-5 days
553282,hsz,E1,270553,11.84,less than 0.5 days
553230,pktp,P4,5857607,100,40-50 days
553230,krgp,K5,2865739,48.92,210-220/120-140 days
553230,krgp,K4,2991868,51.08,200-210/115-135 days
553230,cwz,T4,5857607,100,70-90 days
553230,hsz,E2,5857607,100,0.5-5 days
553288,pktp,P4,2963227,100,40-50 days
553288,krgp,K5,2963227,100,210-220/120-140 days
553288,cwz,T4,2963227,100,70-90 days
553288,hsz,E2,2963227,100,0.5-5 days
554908,pktp,P3,1142088,100,30-40 days
554908,krgp,K7,1142088,100,230-240/120-145 days
554908,cwz,T4,1142088,100,70-90 days
554908,hsz,E2,131697,11.53,0.5-5 days
554908,hsz,E1,1010390,88.47,less than 0.5 days
553291,pktp,P3,1989742,49.85,30-40 days
553291,pktp,P4,2001362,50.15,40-50 days
553291,krgp,K6,2007629,50.3,220-230/120-145 days
553291,krgp,K7,1983475,49.7,230-240/120-145 days
553291,cwz,T4,3991104,100,70-90 days
553291,hsz,E2,1132725,28.38,0.5-5 days
553291,hsz,E1,2858379,71.62,less than 0.5 days
554906,pktp,P3,2884412,100,30-40 days
554906,krgp,K7,2884412,100,230-240/120-145 days
554906,cwz,T4,2884270,100,70-90 days
554906,cwz,T5,142,0,90-100 days
554906,hsz,E1,2884412,100,less than 0.5 days
554909,pktp,P3,3115790,100,30-40 days
554909,krgp,K7,3115790,100,230-240/120-145 days
554909,cwz,T4,3115790,100,70-90 days
554909,hsz,E1,3115790,100,less than 0.5 days
554952,pktp,P3,2738284,100,30-40 days
554952,krgp,K6,1254899,45.83,220-230/120-145 days
554952,krgp,K7,1483385,54.17,230-240/120-145 days
554952,cwz,T4,2738284,100,70-90 days
554952,hsz,E1,2738284,100,less than 0.5 days
554918,pktp,P3,1605149,100,30-40 days
554918,krgp,K6,1605149,100,220-230/120-145 days
554918,cwz,T4,1605149,100,70-90 days
554918,hsz,E1,1605149,100,less than 0.5 days
554977,pktp,P3,1631156,100,30-40 days
554977,krgp,K6,1594100,97.73,220-230/120-145 days
554977,krgp,K7,37057,2.27,230-240/120-145 days
554977,cwz,T4,1631156,100,70-90 days
554977,hsz,E1,1631156,100,less than 0.5 days
554961,pktp,P3,4076197,100,30-40 days
554961,krgp,K6,815886,20.02,220-230/120-145 days
554961,krgp,K7,3260312,79.98,230-240/120-145 days
554961,cwz,T4,4076197,100,70-90 days
554961,hsz,E1,4076197,100,less than 0.5 days
554979,pktp,P3,2532674,100,30-40 days
554979,krgp,K7,2532674,100,230-240/120-145 days
554979,cwz,T4,2532674,100,70-90 days
554979,hsz,E1,2532674,100,less than 0.5 days
554994,pktp,P3,5899559,100,30-40 days
554994,krgp,K6,267651,4.54,220-230/120-145 days
554994,krgp,K7,5631908,95.46,230-240/120-145 days
554994,cwz,T4,5899559,100,70-90 days
554994,hsz,E1,5899559,100,less than 0.5 days
555202,pktp,P3,2395291,100,30-40 days
555202,krgp,K6,2395291,100,220-230/120-145 days
555202,cwz,T4,1414985,59.07,70-90 days
555202,cwz,T5,980306,40.93,90-100 days
555202,hsz,E1,2395291,100,less than 0.5 days
555233,pktp,P3,2803152,100,30-40 days
555233,krgp,K6,2803152,100,220-230/120-145 days
555233,cwz,T5,2803152,100,90-100 days
555233,hsz,E1,2803152,100,less than 0.5 days
555239,pktp,P3,3007800,100,30-40 days
555239,krgp,K6,3007800,100,220-230/120-145 days
555239,cwz,T4,369601,12.29,70-90 days
555239,cwz,T5,2638199,87.71,90-100 days
555239,hsz,E1,3007800,100,less than 0.5 days
555255,pktp,P3,2580986,100,30-40 days
555255,krgp,K6,2580986,100,220-230/120-145 days
555255,cwz,T4,2496796,96.74,70-90 days
555255,cwz,T5,84190,3.26,90-100 days
555255,hsz,E1,2580986,100,less than 0.5 days
555270,pktp,P3,3240989,100,30-40 days
555270,krgp,K6,3240989,100,220-230/120-145 days
555270,cwz,T5,3240989,100,90-100 days
555270,hsz,E1,3240989,100,less than 0.5 days
557312,pktp,P3,4258377,100,30-40 days
557312,krgp,K6,4258377,100,220-230/120-145 days
557312,cwz,T5,4258377,100,90-100 days
557312,hsz,E1,4258377,100,less than 0.5 days
557315,pktp,P3,3211678,100,30-40 days
557315,krgp,K5,1244685,38.75,210-220/120-140 days
557315,krgp,K6,1966993,61.25,220-230/120-145 days
557315,cwz,T5,3211678,100,90-100 days
557315,hsz,E1,3211678,100,less than 0.5 days
557336,pktp,P3,3019060,100,30-40 days
557336,krgp,K5,355567,11.78,210-220/120-140 days
557336,krgp,K6,2663492,88.22,220-230/120-145 days
557336,cwz,T5,3019060,100,90-100 days
557336,hsz,E1,3019060,100,less than 0.5 days
557345,pktp,P3,2525113,95.5,30-40 days
557345,pktp,P4,119056,4.5,40-50 days
557345,krgp,K5,327812,12.4,210-220/120-140 days
557345,krgp,K6,2316357,87.6,220-230/120-145 days
557345,cwz,T4,162477,6.14,70-90 days
557345,cwz,T5,2481692,93.86,90-100 days
557345,hsz,E1,2644169,100,less than 0.5 days
557364,pktp,P3,3716122,100,30-40 days
557364,krgp,K5,3670404,98.77,210-220/120-140 days
557364,krgp,K6,45718,1.23,220-230/120-145 days
557364,cwz,T5,3716122,100,90-100 days
557364,hsz,E2,2563,0.07,0.5-5 days
557364,hsz,E1,3713559,99.93,less than 0.5 days
557385,pktp,P3,1081312,89.01,30-40 days
557385,pktp,P4,133491,10.99,40-50 days
557385,krgp,K5,1068912,87.99,210-220/120-140 days
557385,krgp,K4,145891,12.01,200-210/115-135 days
557385,cwz,T5,1214803,100,90-100 days
557385,hsz,E1,1214803,100,less than 0.5 days
557725,pktp,P3,4101024,100,30-40 days
557725,krgp,K5,1095808,26.72,210-220/120-140 days
557725,krgp,K6,3005216,73.28,220-230/120-145 days
557725,cwz,T5,4101024,100,90-100 days
557725,hsz,E2,1015069,24.75,0.5-5 days
557725,hsz,E1,3085955,75.25,less than 0.5 days
557704,pktp,P3,2722302,100,30-40 days
557704,krgp,K5,1534631,56.37,210-220/120-140 days
557704,krgp,K6,1187671,43.63,220-230/120-145 days
557704,cwz,T5,2722302,100,90-100 days
557704,hsz,E2,139258,5.12,0.5-5 days
557704,hsz,E1,2583044,94.88,less than 0.5 days
557734,pktp,P3,3884228,100,30-40 days
557734,krgp,K5,3212787,82.71,210-220/120-140 days
557734,krgp,K6,671441,17.29,220-230/120-145 days
557734,cwz,T5,3884228,100,90-100 days
557734,hsz,E2,1963620,50.55,0.5-5 days
557734,hsz,E1,1920608,49.45,less than 0.5 days
557790,pktp,P3,1867388,100,30-40 days
557790,krgp,K5,1867388,100,210-220/120-140 days
557790,cwz,T5,1867388,100,90-100 days
557790,hsz,E1,1867388,100,less than 0.5 days
557773,pktp,P3,4327751,100,30-40 days
557773,krgp,K5,1167850,26.99,210-220/120-140 days
557773,krgp,K6,3159901,73.01,220-230/120-145 days
557773,cwz,T5,4327751,100,90-100 days
557773,hsz,E1,4327751,100,less than 0.5 days
558503,pktp,P4,3015639,100,40-50 days
558503,krgp,K5,1551042,51.43,210-220/120-140 days
558503,krgp,K6,1138104,37.74,220-230/120-145 days
558503,krgp,K4,326493,10.83,200-210/115-135 days
558503,cwz,T4,2183626,72.41,70-90 days
558503,cwz,T5,832013,27.59,90-100 days
558503,hsz,E1,3015639,100,less than 0.5 days
558542,pktp,P3,1139779,76.97,30-40 days
558542,pktp,P4,341009,23.03,40-50 days
558542,krgp,K6,1480788,100,220-230/120-145 days
558542,cwz,T4,1480788,100,70-90 days
558542,hsz,E1,1480788,100,less than 0.5 days
558527,pktp,P3,2457059,77.13,30-40 days
558527,pktp,P4,728385,22.87,40-50 days
558527,krgp,K6,3185444,100,220-230/120-145 days
558527,cwz,T4,2466401,77.43,70-90 days
558527,cwz,T5,719043,22.57,90-100 days
558527,hsz,E1,3185444,100,less than 0.5 days
558573,pktp,P3,1010637,29.33,30-40 days
558573,pktp,P4,2434618,70.67,40-50 days
558573,krgp,K6,3402850,98.77,220-230/120-145 days
558573,krgp,K7,42405,1.23,230-240/120-145 days
558573,cwz,T4,3445255,100,70-90 days
558573,hsz,E1,3445255,100,less than 0.5 days
558592,pktp,P3,124689,9.86,30-40 days
558592,pktp,P4,1140512,90.14,40-50 days
558592,krgp,K5,517851,40.93,210-220/120-140 days
558592,krgp,K6,747350,59.07,220-230/120-145 days
558592,cwz,T4,690574,54.58,70-90 days
558592,cwz,T5,574627,45.42,90-100 days
558592,hsz,E1,1265201,100,less than 0.5 days
558550,pktp,P3,43541,1.65,30-40 days
558550,pktp,P4,2600953,98.35,40-50 days
558550,krgp,K6,2644494,100,220-230/120-145 days
558550,cwz,T4,2644494,100,70-90 days
558550,hsz,E1,2644494,100,less than 0.5 days
558558,pktp,P4,6724117,100,40-50 days
558558,krgp,K5,691312,10.28,210-220/120-140 days
558558,krgp,K6,6032805,89.72,220-230/120-145 days
558558,cwz,T4,6724117,100,70-90 days
558558,hsz,E2,65082,0.97,0.5-5 days
558558,hsz,E1,6659036,99.03,less than 0.5 days
558549,pktp,P4,1768241,100,40-50 days
558549,krgp,K6,1768241,100,220-230/120-145 days
558549,cwz,T4,1768241,100,70-90 days
558549,hsz,E1,1768241,100,less than 0.5 days
558576,pktp,P4,4112937,100,40-50 days
558576,krgp,K5,1641464,39.91,210-220/120-140 days
558576,krgp,K6,2471473,60.09,220-230/120-145 days
558576,cwz,T4,4112937,100,70-90 days
558576,hsz,E2,2295521,55.81,0.5-5 days
558576,hsz,E1,1817416,44.19,less than 0.5 days
559408,pktp,P3,2278898,81.32,30-40 days
559408,pktp,P4,523613,18.68,40-50 days
559408,krgp,K5,1393889,49.74,210-220/120-140 days
559408,krgp,K3,104924,3.74,190-200/115-135 days
559408,krgp,K4,1303698,46.52,200-210/115-135 days
559408,cwz,T5,2802511,100,90-100 days
559408,hsz,E2,2696685,96.22,0.5-5 days
559408,hsz,E1,105826,3.78,less than 0.5 days
559451,pktp,P4,1415637,70.8,40-50 days
559451,pktp,P5,583975,29.2,50-60 days
559451,krgp,K3,1999612,100,190-200/115-135 days
559451,cwz,T5,1999612,100,90-100 days
559451,hsz,E2,1999612,100,0.5-5 days
559486,pktp,P3,3619,0.12,30-40 days
559486,pktp,P4,2459315,84.57,40-50 days
559486,pktp,P5,445021,15.3,50-60 days
559486,krgp,K3,2583944,88.86,190-200/115-135 days
559486,krgp,K4,324011,11.14,200-210/115-135 days
559486,cwz,T5,2907955,100,90-100 days
559486,hsz,E2,2907955,100,0.5-5 days
559482,pktp,P4,1186173,26.03,40-50 days
559482,pktp,P5,3370641,73.97,50-60 days
559482,krgp,K3,2746970,60.28,190-200/115-135 days
559482,krgp,K2,1809844,39.72,180-190/115-125 days
559482,cwz,T5,4556814,100,90-100 days
559482,hsz,E2,4556814,100,0.5-5 days
603605,pktp,P2,2628075,100,20-30 days
603605,krgp,K9,51158,1.95,250-260/135-150 days
603605,krgp,K10,2576917,98.05,260-270/135-150 days
603605,cwz,T4,376976,14.34,70-90 days
603605,cwz,T5,2251099,85.66,90-100 days
603605,hsz,E1,2628075,100,less than 0.5 days
603611,pktp,P2,5895574,91.48,20-30 days
603611,pktp,P3,549105,8.52,30-40 days
603611,krgp,K9,2022721,31.39,250-260/135-150 days
603611,krgp,K10,4421958,68.61,260-270/135-150 days
603611,cwz,T4,6444679,100,70-90 days
603611,hsz,E1,6444679,100,less than 0.5 days
559494,pktp,P3,4024249,59.18,30-40 days
559494,pktp,P4,2776225,40.82,40-50 days
559494,krgp,K5,2851777,41.93,210-220/120-140 days
559494,krgp,K3,1736357,25.53,190-200/115-135 days
559494,krgp,K6,269944,3.97,220-230/120-145 days
559494,krgp,K4,1942396,28.56,200-210/115-135 days
559494,cwz,T5,6800474,100,90-100 days
559494,hsz,E2,6644664,97.71,0.5-5 days
559494,hsz,E1,155810,2.29,less than 0.5 days
603602,pktp,P2,2358658,99.34,20-30 days
603602,pktp,P3,15770,0.66,30-40 days
603602,krgp,K9,640724,26.98,250-260/135-150 days
603602,krgp,K10,1733704,73.02,260-270/135-150 days
603602,cwz,T4,2374428,100,70-90 days
603602,hsz,E1,2374428,100,less than 0.5 days
603626,pktp,P2,3755946,58.42,20-30 days
603626,pktp,P3,2673676,41.58,30-40 days
603626,krgp,K9,4235471,65.87,250-260/135-150 days
603626,krgp,K10,1793392,27.89,260-270/135-150 days
603626,krgp,K8,400760,6.23,240-250/135-150 days
603626,cwz,T4,3691196,57.41,70-90 days
603626,cwz,T5,2738427,42.59,90-100 days
603626,hsz,E1,6429622,100,less than 0.5 days
603644,pktp,P2,1620278,86.48,20-30 days
603644,pktp,P3,253388,13.52,30-40 days
603644,krgp,K9,1376701,73.48,250-260/135-150 days
603644,krgp,K10,496966,26.52,260-270/135-150 days
603644,cwz,T4,1852923,98.89,70-90 days
603644,cwz,T5,20744,1.11,90-100 days
603644,hsz,E1,1873666,100,less than 0.5 days
603668,pktp,P2,572,0.02,20-30 days
603668,pktp,P3,2421311,99.98,30-40 days
603668,krgp,K9,766662,31.66,250-260/135-150 days
603668,krgp,K8,1655222,68.34,240-250/135-150 days
603668,cwz,T4,2421884,100,70-90 days
603668,hsz,E1,2421884,100,less than 0.5 days
603687,pktp,P2,247085,39.03,20-30 days
603687,pktp,P3,385944,60.97,30-40 days
603687,krgp,K9,633030,100,250-260/135-150 days
603687,cwz,T4,633030,100,70-90 days
603687,hsz,E1,633030,100,less than 0.5 days
603671,pktp,P3,3548695,100,30-40 days
603671,krgp,K9,137764,3.88,250-260/135-150 days
603671,krgp,K8,1797454,50.65,240-250/135-150 days
603671,krgp,K7,1613477,45.47,230-240/120-145 days
603671,cwz,T4,3548695,100,70-90 days
603671,hsz,E1,3548695,100,less than 0.5 days
603677,pktp,P1,10436,0.24,10-20 days
603677,pktp,P2,4280587,99.76,20-30 days
603677,krgp,K10,4291023,100,260-270/135-150 days
603677,cwz,T4,3923561,91.44,70-90 days
603677,cwz,T5,367463,8.56,90-100 days
603677,hsz,E1,4291023,100,less than 0.5 days
605835,pktp,P1,142050,5.36,10-20 days
605835,pktp,P2,2508965,94.64,20-30 days
605835,krgp,K10,2651014,100,260-270/135-150 days
605835,cwz,T4,2651014,100,70-90 days
605835,hsz,E1,2651014,100,less than 0.5 days
605814,pktp,P1,3735266,97.11,10-20 days
605814,pktp,P2,111270,2.89,20-30 days
605814,krgp,K10,1776551,46.19,260-270/135-150 days
605814,krgp,K11,2069852,53.81,270-280/135-150 days
605814,krgp,K12,132,0,280-290/135-150 days
605814,cwz,T4,3846536,100,70-90 days
605814,hsz,E1,3846536,100,less than 0.5 days
605865,pktp,P1,7469,0.12,10-20 days
605865,pktp,P2,6146316,99.88,20-30 days
605865,krgp,K10,6153785,100,260-270/135-150 days
605865,cwz,T4,5471808,88.92,70-90 days
605865,cwz,T5,681977,11.08,90-100 days
605865,hsz,E1,6153785,100,less than 0.5 days
605856,pktp,P2,5350079,100,20-30 days
605856,krgp,K10,5350079,100,260-270/135-150 days
605856,cwz,T5,5350079,100,90-100 days
605856,hsz,E1,5350079,100,less than 0.5 days
605880,pktp,P1,30696,0.7,10-20 days
605880,pktp,P2,4349866,99.3,20-30 days
605880,krgp,K10,4380562,100,260-270/135-150 days
605880,cwz,T4,4087736,93.32,70-90 days
605880,cwz,T5,292826,6.68,90-100 days
605880,hsz,E1,4380562,100,less than 0.5 days
605874,pktp,P2,3448809,100,20-30 days
605874,krgp,K10,3448809,100,260-270/135-150 days
605874,cwz,T4,1500269,43.5,70-90 days
605874,cwz,T5,1948540,56.5,90-100 days
605874,hsz,E1,3448809,100,less than 0.5 days
609029,pktp,P1,306541,5.96,10-20 days
609029,pktp,P2,4836933,94.04,20-30 days
609029,krgp,K10,5143475,100,260-270/135-150 days
609029,cwz,T4,5143475,100,70-90 days
609029,hsz,E1,5143475,100,less than 0.5 days
609023,pktp,P1,4229379,100,10-20 days
609023,krgp,K10,662418,15.66,260-270/135-150 days
609023,krgp,K11,2980700,70.48,270-280/135-150 days
609023,krgp,K12,586261,13.86,280-290/135-150 days
609023,cwz,T4,3526945,83.39,70-90 days
609023,cwz,T5,702434,16.61,90-100 days
609023,hsz,E1,4229379,100,less than 0.5 days
605883,pktp,P2,4306664,100,20-30 days
605883,krgp,K10,4306664,100,260-270/135-150 days
605883,cwz,T5,4306664,100,90-100 days
605883,hsz,E1,4306664,100,less than 0.5 days
609018,pktp,P1,1970560,88.86,10-20 days
609018,pktp,P2,247154,11.14,20-30 days
609018,krgp,K10,2217714,100,260-270/135-150 days
609018,cwz,T4,3470,0.16,70-90 days
609018,cwz,T5,2214244,99.84,90-100 days
609018,hsz,E1,2217714,100,less than 0.5 days
609032,pktp,P2,3471671,100,20-30 days
609032,krgp,K10,3471671,100,260-270/135-150 days
609032,cwz,T4,3471671,100,70-90 days
609032,hsz,E1,3471671,100,less than 0.5 days
609033,pktp,P1,3658562,100,10-20 days
609033,krgp,K10,526652,14.4,260-270/135-150 days
609033,krgp,K11,2856696,78.08,270-280/135-150 days
609033,krgp,K12,275214,7.52,280-290/135-150 days
609033,cwz,T4,180863,4.94,70-90 days
609033,cwz,T5,3477698,95.06,90-100 days
609033,hsz,E1,3658562,100,less than 0.5 days
609047,pktp,P1,2657546,73.54,10-20 days
609047,pktp,P2,956146,26.46,20-30 days
609047,krgp,K10,3361291,93.02,260-270/135-150 days
609047,krgp,K11,252401,6.98,270-280/135-150 days
609047,cwz,T4,3613692,100,70-90 days
609047,hsz,E1,3613692,100,less than 0.5 days
609050,pktp,P1,51939,1.57,10-20 days
609050,pktp,P2,3256844,98.43,20-30 days
609050,krgp,K10,3308783,100,260-270/135-150 days
609050,cwz,T4,3127953,94.53,70-90 days
609050,cwz,T5,180830,5.47,90-100 days
609050,hsz,E1,3308783,100,less than 0.5 days
609086,pktp,P2,2529709,100,20-30 days
609086,krgp,K10,2529709,100,260-270/135-150 days
609086,cwz,T4,2529709,100,70-90 days
609086,hsz,E1,2529709,100,less than 0.5 days
609027,pktp,P1,2367433,78.51,10-20 days
609027,pktp,P2,647985,21.49,20-30 days
609027,krgp,K10,3015417,100,260-270/135-150 days
609027,cwz,T4,2757146,91.43,70-90 days
609027,cwz,T5,258271,8.57,90-100 days
609027,hsz,E1,3015417,100,less than 0.5 days
609063,pktp,P2,2880119,100,20-30 days
609063,krgp,K10,2880119,100,260-270/135-150 days
609063,cwz,T4,2870562,99.67,70-90 days
609063,cwz,T5,9557,0.33,90-100 days
609063,hsz,E1,2880119,100,less than 0.5 days
609089,pktp,P1,2799041,98.86,10-20 days
609089,pktp,P2,32189,1.14,20-30 days
609089,krgp,K10,2775328,98.03,260-270/135-150 days
609089,krgp,K11,55903,1.97,270-280/135-150 days
609089,cwz,T4,234620,8.29,70-90 days
609089,cwz,T5,2596611,91.71,90-100 days
609089,hsz,E1,2831231,100,less than 0.5 days
609108,pktp,P1,1384552,81.21,10-20 days
609108,pktp,P2,320355,18.79,20-30 days
609108,krgp,K10,1136033,66.63,260-270/135-150 days
609108,krgp,K11,568874,33.37,270-280/135-150 days
609108,cwz,T4,1700302,99.73,70-90 days
609108,cwz,T3,4605,0.27,50-70 days
609108,hsz,E1,1704907,100,less than 0.5 days
609092,pktp,P1,635794,15.77,10-20 days
609092,pktp,P2,3395349,84.23,20-30 days
609092,krgp,K10,4031143,100,260-270/135-150 days
609092,cwz,T4,1416853,35.15,70-90 days
609092,cwz,T5,2614290,64.85,90-100 days
609092,hsz,E1,4031143,100,less than 0.5 days
609120,pktp,P1,2124935,100,10-20 days
609120,krgp,K10,2854,0.13,260-270/135-150 days
609120,krgp,K11,1959035,92.19,270-280/135-150 days
609120,krgp,K12,163047,7.67,280-290/135-150 days
609120,cwz,T4,2108790,99.24,70-90 days
609120,cwz,T3,16145,0.76,50-70 days
609120,hsz,E1,2124935,100,less than 0.5 days
609117,pktp,P1,2470534,100,10-20 days
609117,krgp,K11,1097377,44.42,270-280/135-150 days
609117,krgp,K12,1373158,55.58,280-290/135-150 days
609117,cwz,T4,2470534,100,70-90 days
609117,hsz,E1,2470534,100,less than 0.5 days
609135,pktp,P1,1393621,96.29,10-20 days
609135,pktp,P2,53629,3.71,20-30 days
609135,krgp,K10,1004704,69.42,260-270/135-150 days
609135,krgp,K11,442546,30.58,270-280/135-150 days
609135,cwz,T4,1445478,99.88,70-90 days
609135,cwz,T3,1772,0.12,50-70 days
609135,hsz,E1,1447250,100,less than 0.5 days
609131,pktp,P1,1868925,100,10-20 days
609131,krgp,K11,1370168,73.31,270-280/135-150 days
609131,krgp,K12,498757,26.69,280-290/135-150 days
609131,cwz,T4,1831895,98.02,70-90 days
609131,cwz,T3,37029,1.98,50-70 days
609131,hsz,E1,1868925,100,less than 0.5 days
609127,pktp,P1,3321233,100,10-20 days
609127,krgp,K11,8091,0.24,270-280/135-150 days
609127,krgp,K12,3313141,99.76,280-290/135-150 days
609127,cwz,T4,1511147,45.5,70-90 days
609127,cwz,T5,1810086,54.5,90-100 days
609127,hsz,E1,3321233,100,less than 0.5 days
609138,pktp,P1,2769789,100,10-20 days
609138,krgp,K10,43906,1.59,260-270/135-150 days
609138,krgp,K11,1764155,63.69,270-280/135-150 days
609138,krgp,K12,961729,34.72,280-290/135-150 days
609138,cwz,T4,2742587,99.02,70-90 days
609138,cwz,T3,27203,0.98,50-70 days
609138,hsz,E1,2769789,100,less than 0.5 days
609141,pktp,P1,4826094,100,10-20 days
609141,krgp,K12,4826094,100,280-290/135-150 days
609141,cwz,T4,3395315,70.35,70-90 days
609141,cwz,T5,1424514,29.52,90-100 days
609141,cwz,T3,6265,0.13,50-70 days
609141,hsz,E1,4826094,100,less than 0.5 days
609153,pktp,P1,2711592,100,10-20 days
609153,krgp,K12,2711592,100,280-290/135-150 days
609153,cwz,T4,2149626,79.28,70-90 days
609153,cwz,T5,558072,20.58,90-100 days
609153,cwz,T3,3894,0.14,50-70 days
609153,hsz,E1,2711592,100,less than 0.5 days
609159,pktp,P1,3931613,100,10-20 days
609159,krgp,K12,3931613,100,280-290/135-150 days
609159,cwz,T4,3899687,99.19,70-90 days
609159,cwz,T5,31926,0.81,90-100 days
609159,hsz,E1,3931613,100,less than 0.5 days
609160,pktp,P1,2139682,76.25,10-20 days
609160,pktp,P2,666526,23.75,20-30 days
609160,krgp,K10,1895285,67.54,260-270/135-150 days
609160,krgp,K11,910923,32.46,270-280/135-150 days
609160,cwz,T4,2803124,99.89,70-90 days
609160,cwz,T3,3084,0.11,50-70 days
609160,hsz,E1,2806208,100,less than 0.5 days
609162,pktp,P1,3772995,100,10-20 days
609162,krgp,K11,32577,0.86,270-280/135-150 days
609162,krgp,K12,3740418,99.14,280-290/135-150 days
609162,cwz,T4,3729557,98.85,70-90 days
609162,cwz,T3,43438,1.15,50-70 days
609162,hsz,E1,3772995,100,less than 0.5 days
609194,pktp,P1,2642505,100,10-20 days
609194,krgp,K12,2642505,100,280-290/135-150 days
609194,cwz,T4,2642505,100,70-90 days
609194,hsz,E1,2642505,100,less than 0.5 days
