upazila_code,type,category,area,ord
107857,reaction,Neutral,5329.3,4
107857,moisture,Low,3703.72,1
107857,moisture,Medium,17540.95,2
107857,moisture,High,11762.76,3
107857,salinity,Non Saline,33007.44,1
107857,recession,Very Early,7879.55,1
107857,recession,Early,1820.17,2
107857,recession,Normal,22798.97,3
107857,recession,Late,508.74,4
107857,relief,Slightly Undulating,13647.31,
107857,relief,Moderately Undulating,14320.56,
107857,relief,Undulating,5039.57,
107897,landtype,Medium High Land-1,3466,
107897,landtype,Medium High Land-2,11991.34,
107897,landtype,Medium Low Land,8091.91,
107897,texture,Loam,15000.04,3
107897,texture,Clay Loam,8549.21,4
107897,consistency,Friable,15000.04,2
107897,consistency,Firm,8549.21,3
107897,drainage,Poorly Drained,23549.25,4
107897,reaction,Moderately Acidic,10673.8,3
107897,reaction,Neutral,5736.01,4
107897,reaction,Moderately Alkaline,7139.44,5
107897,moisture,Medium,16641.12,2
107897,moisture,High,6908.13,3
107897,salinity,Non Saline,23549.25,1
107897,recession,Normal,16409.81,3
107897,recession,Late,7139.44,4
107897,relief,Level,3593.4,
107897,relief,Slightly Undulating,9320.42,
107897,relief,Moderately Undulating,6136.92,
107897,relief,Undulating,4498.51,
107947,landtype,Medium High Land-1,397.87,
107947,landtype,Medium High Land-2,2836.21,
107947,texture,Loam,22.81,3
107947,texture,Clay Loam,981.71,4
107947,texture,Clay,2229.55,5
107947,consistency,Friable,22.81,2
107947,consistency,Firm,3211.26,3
107947,drainage,Poorly Drained,3234.07,4
107947,reaction,Moderately Acidic,2210.64,3
107947,reaction,Neutral,1023.44,4
107947,moisture,Low,2229.55,1
107947,moisture,Medium,991.83,2
107947,moisture,High,12.69,3
107947,salinity,Non Saline,3234.07,1
107947,recession,Early,12.69,2
107947,recession,Normal,3211.26,3
107947,recession,Late,10.12,4
107947,relief,Level,3234.07,
107914,landtype,High Land,136.7,
107914,landtype,Medium High Land-1,4495.66,
107914,landtype,Medium High Land-2,7158.14,
107914,landtype,Medium Low Land,167.14,
107914,texture,Loam,959.19,3
107914,texture,Clay Loam,4088.95,4
107914,texture,Clay,6909.5,5
107914,consistency,Friable,959.19,2
107914,consistency,Firm,10998.46,3
107914,drainage,Imperfectly Drained,136.7,3
107914,drainage,Poorly Drained,11820.94,4
107914,reaction,Strongly Acidic,245.54,2
107914,reaction,Moderately Acidic,9779,3
107914,reaction,Neutral,479.15,4
107914,reaction,Moderately Alkaline,1453.96,5
107914,moisture,Low,6909.5,1
107914,moisture,Medium,4256.09,2
107914,moisture,High,792.05,3
107914,salinity,Non Saline,840.61,1
107914,salinity,Very Slightly Saline,2996.59,2
107914,salinity,Slightly Saline,8120.44,3
107914,recession,Very Early,136.7,1
107914,recession,Early,669.39,2
107914,recession,Normal,3829.37,3
107914,recession,Late,7322.18,4
107914,relief,Level,11792.24,
107914,relief,Slightly Undulating,165.4,
107895,landtype,High Land,268.42,
107895,landtype,Medium High Land-1,4731.57,
107895,landtype,Medium High Land-2,24532.29,
107895,texture,Loam,3628.53,3
107895,texture,Clay Loam,16526.93,4
107895,texture,Clay,9376.82,5
107895,consistency,Friable,3628.53,2
107895,consistency,Firm,25903.75,3
107895,drainage,Imperfectly Drained,268.42,3
107895,drainage,Poorly Drained,29263.86,4
107895,reaction,Strongly Acidic,25767.23,2
107895,reaction,Moderately Acidic,1140.17,3
107895,reaction,Moderately Alkaline,2624.88,5
107895,moisture,Low,9376.82,1
107895,moisture,Medium,16526.93,2
107895,moisture,High,3628.53,3
107895,salinity,Non Saline,5585.43,1
107895,salinity,Very Slightly Saline,22580.73,2
107895,salinity,Slightly Saline,1366.12,3
107895,recession,Very Early,268.42,1
107895,recession,Early,6927.96,2
107895,recession,Normal,21973.44,3
107895,recession,Late,362.46,4
107895,relief,Level,29532.28,
107990,landtype,High Land,148,
107990,landtype,Medium High Land-1,2065.98,
107990,landtype,Medium High Land-2,3560.86,
107990,texture,Loam,1523.79,3
107990,texture,Clay Loam,2255.03,4
107990,texture,Clay,1996.02,5
107990,consistency,Friable,1523.79,2
107990,consistency,Firm,4251.05,3
107990,drainage,Imperfectly Drained,148,3
107990,drainage,Poorly Drained,5626.84,4
107990,reaction,Moderately Acidic,1317.06,3
107990,reaction,Neutral,2184.93,4
107990,reaction,Moderately Alkaline,2272.85,5
107990,moisture,Low,1996.02,1
107990,moisture,Medium,2791.79,2
107990,moisture,High,987.03,3
107990,salinity,Non Saline,5774.84,1
107990,recession,Very Early,148,1
107990,recession,Early,1529.06,2
107990,recession,Normal,1803.07,3
107990,recession,Late,2294.7,4
107990,relief,Level,5774.84,
107876,landtype,Medium High Land-1,1334.02,
107876,landtype,Medium High Land-2,10799.29,
107876,landtype,Medium Low Land,827.39,
107876,texture,Loam,768.12,3
107876,texture,Clay Loam,6008.85,4
107876,texture,Clay,6183.73,5
107876,consistency,Friable,768.12,2
107876,consistency,Firm,12192.58,3
107876,drainage,Poorly Drained,12960.7,4
107876,reaction,Strongly Acidic,6352.8,2
107876,reaction,Moderately Acidic,6183.73,3
107876,reaction,Neutral,256.22,4
107876,reaction,Moderately Alkaline,167.96,5
107876,moisture,Low,6183.73,1
107876,moisture,Medium,6037.63,2
107876,moisture,High,739.35,3
107876,salinity,Non Saline,12184.6,1
107876,salinity,Very Slightly Saline,776.1,2
107876,recession,Early,915.29,2
107876,recession,Normal,11218.02,3
107876,recession,Late,827.39,4
107876,relief,Level,12960.7,
107976,landtype,High Land,2011.64,
107976,landtype,Medium High Land-1,1803.44,
107976,landtype,Medium High Land-2,7296.09,
107976,landtype,Medium Low Land,878.27,
107976,landtype,Low land,3458.27,
107976,texture,Loam,584.93,3
107976,texture,Clay Loam,10209.07,4
107976,texture,Clay,4653.72,5
107976,consistency,Friable,2191.36,2
107976,consistency,Firm,13256.35,3
107976,drainage,Imperfectly Drained,2011.64,3
107976,drainage,Poorly Drained,9302.67,4
107976,drainage,Very Poorly Drained,4133.4,5
107976,reaction,Moderately Acidic,8797.12,3
107976,reaction,Neutral,5372.43,4
107976,reaction,Moderately Alkaline,1278.16,5
107976,moisture,Low,4599.05,1
107976,moisture,Medium,4523.89,2
107976,moisture,High,2191.36,3
107976,moisture,Very High,4133.4,4
107976,salinity,Very Slightly Saline,2011.64,2
107976,salinity,Slightly Saline,12295.06,3
107976,salinity,Moderately Saline,1141.01,4
107976,recession,Very Early,2011.64,1
107976,recession,Early,2079.06,2
107976,recession,Normal,805.53,3
107976,recession,Late,6214.94,4
107976,recession,Very Late,4336.54,5
107976,relief,Level,13548.37,
107976,relief,Slightly Undulating,1899.34,
107958,landtype,High Land,244.57,
107958,landtype,Medium High Land-1,11827.01,
107958,landtype,Medium High Land-2,12741.9,
107958,texture,Loam,4051.24,3
107958,texture,Clay Loam,12944.89,4
107958,texture,Clay,7817.35,5
107958,consistency,Friable,4208.04,2
107958,consistency,Firm,20605.44,3
107958,drainage,Imperfectly Drained,9132.64,3
107958,drainage,Poorly Drained,15680.84,4
107958,reaction,Strongly Acidic,20019.43,2
107958,reaction,Moderately Acidic,2415.62,3
107958,reaction,Neutral,477.87,4
107958,reaction,Moderately Alkaline,1900.55,5
107958,moisture,Low,7817.35,1
107958,moisture,Medium,12944.89,2
107958,moisture,High,4051.24,3
107958,salinity,Non Saline,155.67,1
107958,salinity,Very Slightly Saline,156.8,2
107958,salinity,Slightly Saline,21107.69,3
107958,salinity,Moderately Saline,3351.95,4
107958,salinity,Extremely Saline,41.37,6
107958,recession,Very Early,244.57,1
107958,recession,Early,3806.67,2
107958,recession,Normal,12944.89,3
107958,recession,Late,7817.35,4
107958,relief,Level,24813.48,
107987,landtype,High Land,1037.49,
107987,landtype,Medium High Land-1,216.62,
107987,landtype,Medium High Land-2,3804.61,
107987,landtype,Medium Low Land,1437.52,
107987,landtype,Low land,287.87,
107987,texture,Loam,2732.79,3
107987,texture,Clay Loam,4051.32,4
107987,consistency,Friable,2732.79,2
107987,consistency,Firm,4051.32,3
107987,drainage,Imperfectly Drained,1037.49,3
107987,drainage,Poorly Drained,5458.75,4
107987,drainage,Very Poorly Drained,287.87,5
107987,reaction,Strongly Acidic,287.87,2
107987,reaction,Moderately Acidic,3905.05,3
107987,reaction,Neutral,2591.2,4
107987,moisture,Low,2551.6,1
107987,moisture,Medium,2597.9,2
107987,moisture,High,1634.61,3
107987,salinity,Non Saline,6496.24,1
107987,salinity,Very Slightly Saline,287.87,2
107987,recession,Early,1493.01,2
107987,recession,Normal,2386.44,3
107987,recession,Late,1244.46,4
107987,recession,Very Late,1660.21,5
107987,relief,Level,6784.12,
107980,landtype,High Land,43.5,
107980,landtype,Medium High Land-1,943.86,
107980,landtype,Medium High Land-2,6403.01,
107980,texture,Loam,1737.29,3
107980,texture,Clay Loam,5012.08,4
107980,texture,Clay,640.99,5
107980,consistency,Friable,1737.29,2
107980,consistency,Firm,5653.07,3
107980,drainage,Imperfectly Drained,43.5,3
107980,drainage,Poorly Drained,7346.87,4
107980,reaction,Strongly Acidic,530.9,2
107980,reaction,Moderately Acidic,4765.47,3
107980,reaction,Neutral,2093.99,4
107980,moisture,Low,640.99,1
107980,moisture,Medium,5162.3,2
107980,moisture,High,1587.08,3
107980,salinity,Non Saline,716.91,1
107980,salinity,Very Slightly Saline,3441.83,2
107980,salinity,Slightly Saline,3231.63,3
107980,recession,Very Early,43.5,1
107980,recession,Early,2228.22,2
107980,recession,Normal,4477.66,3
107980,recession,Late,640.99,4
107980,relief,Level,7390.37,
200304,landtype,High Land,72301.81,
200304,landtype,Medium High Land-1,1790,
200304,landtype,Medium High Land-2,1853.83,
200304,texture,Sandy Loam ,15892.74,2
200304,texture,Loam,49673.52,3
200304,texture,Clay Loam,10379.38,4
200304,consistency,Loose,111.36,1
200304,consistency,Friable,72301.81,2
200304,consistency,Firm,3532.47,3
200304,drainage,Well Drained,70308.35,1
200304,drainage,Imperfectly Drained,1993.46,3
200304,drainage,Poorly Drained,3643.83,4
200304,reaction,Extremely Acidic,543.87,1
200304,reaction,Strongly Acidic,49747.84,2
200304,reaction,Moderately Acidic,18658.99,3
200304,reaction,Neutral,6994.94,4
200304,moisture,Low,70333.31,1
200304,moisture,Medium,3638.6,2
200304,moisture,High,1973.73,3
200304,salinity,Non Saline,75945.64,1
200304,recession,Very Early,72301.81,1
200304,recession,Early,3643.83,2
200304,relief,Level,3922.01,
200304,relief,Moderately Undulating,1715.29,
200304,relief,Undulating,17256.21,
200304,relief,Sloppy,53052.14,
200314,landtype,High Land,48697.49,
200314,landtype,Medium High Land-1,1410.93,
200314,landtype,Medium High Land-2,1410.57,
200314,texture,Sandy Loam ,32442.05,2
200314,texture,Loam,8765.14,3
200314,texture,Clay Loam,10311.81,4
200314,consistency,Friable,47030.43,2
200314,consistency,Firm,4488.57,3
200314,drainage,Well Drained,42694.78,1
200314,drainage,Moderately Well Drained,2635.62,2
200314,drainage,Imperfectly Drained,3367.09,3
200314,drainage,Poorly Drained,2821.51,4
200314,reaction,Strongly Acidic,31643.18,2
200314,reaction,Moderately Acidic,19875.82,3
200314,moisture,Low,50108.15,1
200314,moisture,Medium,1410.85,2
200314,salinity,Non Saline,51518.99,1
200314,recession,Very Early,48697.49,1
200314,recession,Normal,1410.85,3
200314,recession,Late,1410.66,4
200314,relief,Level,4760.11,
200314,relief,Slightly Undulating,1537.62,
200314,relief,Undulating,766.78,
200314,relief,Sloppy,44454.48,
200389,landtype,High Land,40599.32,
200389,landtype,Medium High Land-1,1297.27,
200389,landtype,Medium High Land-2,1297.3,
200389,texture,Sandy Loam ,13329.57,2
200389,texture,Loam,23591.36,3
200389,texture,Clay Loam,6272.96,4
200389,consistency,Friable,39387.02,2
200389,consistency,Firm,3806.87,3
200389,drainage,Well Drained,38776.13,1
200389,drainage,Moderately Well Drained,1709.38,2
200389,drainage,Imperfectly Drained,592.89,3
200389,drainage,Poorly Drained,2115.5,4
200389,reaction,Extremely Acidic,7609.06,1
200389,reaction,Strongly Acidic,33381.04,2
200389,reaction,Moderately Acidic,2203.79,3
200389,moisture,Low,40774.07,1
200389,moisture,Medium,2419.82,2
200389,salinity,Non Saline,43193.89,1
200389,recession,Very Early,40599.32,1
200389,recession,Early,2594.57,2
200389,relief,Level,2708.38,
200389,relief,Slightly Undulating,327.02,
200389,relief,Moderately Undulating,1114.1,
200389,relief,Undulating,3216.85,
200389,relief,Sloppy,35827.53,
200351,landtype,High Land,65979.74,
200351,landtype,Medium High Land-1,1832.32,
200351,landtype,Medium High Land-2,1599.1,
200351,texture,Sandy Loam ,30173.67,2
200351,texture,Loam,15545.57,3
200351,texture,Clay Loam,23691.93,4
200351,consistency,Friable,62922.94,2
200351,consistency,Firm,6488.23,3
200351,drainage,Well Drained,51692.99,1
200351,drainage,Moderately Well Drained,10068.54,2
200351,drainage,Imperfectly Drained,4218.21,3
200351,drainage,Poorly Drained,3431.42,4
200351,reaction,Strongly Acidic,31696.01,2
200351,reaction,Moderately Acidic,37715.16,3
200351,moisture,Low,63437.54,1
200351,moisture,Medium,4715.66,2
200351,moisture,High,1257.96,3
200351,salinity,Non Saline,69411.17,1
200351,recession,Very Early,65979.74,1
200351,recession,Normal,1755.41,3
200351,recession,Late,1676.01,4
200351,relief,Level,7649.64,
200351,relief,Undulating,5464.47,
200351,relief,Sloppy,56297.07,
200373,landtype,High Land,47948.43,
200373,landtype,Medium High Land-1,283.4,
200373,landtype,Medium High Land-2,300.71,
200373,texture,Sandy Loam ,10959.1,2
200373,texture,Loam,36989.33,3
200373,texture,Clay Loam,336.12,4
200373,texture,Clay,247.98,5
200373,consistency,Friable,47948.43,2
200373,consistency,Firm,584.11,3
200373,drainage,Well Drained,46804.72,1
200373,drainage,Imperfectly Drained,1143.72,3
200373,drainage,Poorly Drained,584.11,4
200373,reaction,Strongly Acidic,2862.7,2
200373,reaction,Moderately Acidic,45669.84,3
200373,moisture,Low,44252.49,1
200373,moisture,Medium,3875.95,2
200373,moisture,High,404.09,3
200373,salinity,Non Saline,48532.54,1
200373,recession,Very Early,16641.18,1
200373,recession,Early,20166.81,2
200373,recession,Normal,11724.55,3
200373,relief,Level,1727.82,
200373,relief,Undulating,597.68,
200373,relief,Sloppy,46207.04,
200391,landtype,High Land,62397.38,
200391,landtype,Medium Low Land,86.4,
200391,texture,Sand,86.4,1
200391,texture,Sandy Loam ,5157.96,2
200391,texture,Clay Loam,57239.42,4
200391,consistency,Loose,86.4,1
200391,consistency,Friable,62358.73,2
200391,consistency,Firm,38.65,3
200391,drainage,Well Drained,61927.74,1
200391,drainage,Imperfectly Drained,469.64,3
200391,drainage,Poorly Drained,86.4,4
200391,reaction,Strongly Acidic,22550.96,2
200391,reaction,Moderately Acidic,39932.81,3
200391,moisture,Low,62412.66,1
200391,moisture,Medium,71.11,2
200391,salinity,Non Saline,62483.77,1
200391,recession,Very Early,62483.77,1
200391,relief,Level,556.03,
200391,relief,Undulating,1333.86,
200391,relief,Sloppy,60593.88,
200395,landtype,High Land,98727.06,
200395,landtype,Medium High Land-1,168.72,
200395,landtype,Medium High Land-2,171.55,
200395,texture,Sandy Loam ,6820.57,2
200395,texture,Loam,10961.35,3
200395,texture,Clay Loam,81285.42,4
200395,consistency,Loose,3513.74,1
200395,consistency,Friable,95553.59,2
200395,drainage,Well Drained,98157.16,1
200395,drainage,Imperfectly Drained,569.91,3
200395,drainage,Poorly Drained,340.27,4
200395,reaction,Strongly Acidic,97729.26,2
200395,reaction,Moderately Acidic,1338.08,3
200395,moisture,Low,98727.83,1
200395,moisture,High,339.5,3
200395,salinity,Non Saline,99067.33,1
200395,recession,Very Early,98727.06,1
200395,recession,Early,340.27,2
200395,relief,Level,910.18,
200395,relief,Undulating,11244.67,
200395,relief,Sloppy,86912.49,
201202,landtype,High Land,307.19,
201202,landtype,Medium High Land-1,1367.85,
201202,landtype,Medium High Land-2,359.95,
201202,landtype,Medium Low Land,1117.13,
201202,landtype,Low land,1232.56,
201202,landtype,Very Low land,1241.39,
201202,texture,Sandy Loam ,104.15,2
201202,texture,Loam,1166.35,3
201202,texture,Clay Loam,1279.41,4
201202,texture,Clay,3076.16,5
201202,consistency,Friable,1270.5,2
201202,consistency,Firm,4355.57,3
201202,drainage,Moderately Well Drained,307.19,2
201202,drainage,Imperfectly Drained,69.11,3
201202,drainage,Poorly Drained,5249.77,4
201202,reaction,Extremely Acidic,1644.95,1
201202,reaction,Strongly Acidic,3935.78,2
201202,reaction,Moderately Acidic,45.34,3
201202,moisture,Low,2651.02,1
201202,moisture,Medium,861,2
201202,moisture,High,1057.43,3
201202,moisture,Very High,1056.63,4
201202,salinity,Non Saline,5626.07,1
201202,recession,Very Early,307.19,1
201202,recession,Early,1086.74,2
201202,recession,Normal,1758.2,3
201202,recession,Late,1232.56,4
201202,recession,Very Late,1241.39,5
201202,relief,Level,5318.88,
201202,relief,Slightly Undulating,307.19,
201233,landtype,Medium High Land-1,328.78,
201233,landtype,Medium High Land-2,1183.79,
201233,landtype,Medium Low Land,3655.73,
201233,landtype,Very Low land,621.72,
201233,texture,Sandy Loam ,201.21,2
201233,texture,Loam,2502.24,3
201233,texture,Clay Loam,1125.85,4
201233,texture,Clay,1960.72,5
201233,consistency,Friable,2703.45,2
201233,consistency,Firm,3086.58,3
201233,drainage,Poorly Drained,5168.3,4
201233,drainage,Very Poorly Drained,621.72,5
201233,reaction,Strongly Acidic,5790.03,2
201233,moisture,Low,1960.72,1
201233,moisture,Medium,1747.58,2
201233,moisture,High,2081.73,3
201233,salinity,Non Saline,5790.03,1
201233,recession,Early,1512.58,2
201233,recession,Normal,3655.73,3
201233,recession,Very Late,621.72,5
201233,relief,Level,5790.03,
201204,landtype,Medium High Land-1,4728.5,
201204,landtype,Medium Low Land,7172.1,
201204,landtype,Low land,2849.27,
201204,landtype,Very Low land,1121.47,
201204,texture,Sand,1465.78,1
201204,texture,Sandy Loam ,1651.3,2
201204,texture,Loam,11044.82,3
201204,texture,Clay,1709.43,5
201204,consistency,Loose,1465.78,1
201204,consistency,Friable,12696.13,2
201204,consistency,Firm,1709.43,3
201204,drainage,Poorly Drained,15871.34,4
201204,reaction,Strongly Acidic,2309.71,2
201204,reaction,Moderately Acidic,13067.06,3
201204,reaction,Neutral,494.57,4
201204,moisture,Low,4728.07,1
201204,moisture,Medium,5077.26,2
201204,moisture,High,6066.01,3
201204,salinity,Non Saline,15871.34,1
201204,recession,Early,4728.5,2
201204,recession,Normal,7172.1,3
201204,recession,Late,3387.17,4
201204,recession,Very Late,583.57,5
201204,relief,Level,15871.34,
201207,landtype,High Land,2288.5,
201207,landtype,Medium High Land-1,2072.07,
