upazila_code,map_unit,unit_title_en,unit_title_bn,area,percent
201553,10,Agri Land,,3058,5.98
201553,11,,,2385,4.67
201553,12,,,2494,4.88
201553,81,Settlement,,13856,27.12
201553,83,River,,434,0.85
201553,113,,,3237,6.33
201553,116,,,2277,4.46
201574,1,Agri Land,,829,3.4
201574,2,Agri Land,,1237,5.07
201574,3,Agri Land,,694,2.85
201574,4,Agri Land,,1296,5.31
201574,5,Agri Land,,413,1.69
201574,6,Agri Land,,1871,7.67
201574,7,Agri Land,,191,0.78
201574,8,Agri Land,,656,2.69
201574,9,Agri Land,,2683,11
201574,10,Agri Land,,617,2.53
201574,11,,,5034,20.64
201574,12,,,95,0.39
201574,13,,,97,0.4
201574,81,Settlement,,7665,31.43
201574,83,River,,524,2.15
201574,86,,,258,1.06
201574,109,,,124,0.51
201574,112,Waterbody,,12,0.05
201574,113,,,50,0.21
201574,119,,,42,0.17
201578,1,Agri Land,,2587,6.63
201578,2,Agri Land,,3326,8.52
201578,3,Agri Land,,4967,12.72
201578,4,Agri Land,,1912,4.9
201578,5,Agri Land,,10026,25.69
201578,81,Settlement,,9241,23.68
201578,83,River,,6509,16.68
201578,85,Forest,,374,0.96
201578,86,,,90,0.23
201582,1,Agri Land,,3564,12.76
201582,2,Agri Land,,3907,13.99
201582,3,Agri Land,,12394,44.37
201582,4,Agri Land,,2587,9.26
201582,81,Settlement,,4837,17.32
201582,83,River,,630,2.26
201582,113,,,12,0.04
201586,1,Agri Land,,10065,20.43
201586,2,Agri Land,,1141,2.32
201586,3,Agri Land,,356,0.72
201586,4,Agri Land,,864,1.75
201586,5,Agri Land,,3587,7.28
201586,6,Agri Land,,1683,3.42
201586,7,Agri Land,,157,0.32
201586,8,Agri Land,,1090,2.21
201586,9,Agri Land,,710,1.44
201586,81,Settlement,,4025,8.17
201586,82,,,32,0.07
201586,83,River,,21954,44.56
201586,92,,,128,0.26
201586,93,,,3472,7.05
202232,1,Agri Land,,1278,14.78
202232,2,Agri Land,,1373,15.89
202232,3,Agri Land,,221,2.56
202232,4,Agri Land,,62,0.71
202232,5,Agri Land,,652,7.55
202232,6,Agri Land,,71,0.83
202232,7,Agri Land,,991,11.47
202232,8,Agri Land,,19,0.22
202232,10,Agri Land,,1579,18.27
202232,11,,,993,11.49
202232,12,,,96,1.12
202232,81,Settlement,,580,6.71
202232,83,River,,493,5.71
202232,112,Waterbody,,75,0.87
202232,113,,,4,0.05
202232,117,,,156,1.8
202224,1,Agri Land,,589,4.9
202224,2,Agri Land,,1447,12.04
202224,3,Agri Land,,321,2.67
202224,5,Agri Land,,556,4.63
202224,6,Agri Land,,845,7.03
202224,7,Agri Land,,150,1.25
202224,8,Agri Land,,332,2.76
202224,9,Agri Land,,535,4.45
202224,10,Agri Land,,804,6.68
202224,11,,,1400,11.64
202224,12,,,2252,18.73
202224,79,,,70,0.58
202224,81,Settlement,,1416,11.77
202224,83,River,,527,4.38
202224,112,Waterbody,,164,1.37
202224,113,,,15,0.12
202224,117,,,602,5.01
202245,1,Agri Land,,833,11.63
202245,2,Agri Land,,1410,19.69
202245,3,Agri Land,,1896,26.47
202245,79,,,285,3.97
202245,81,Settlement,,1198,16.72
202245,113,,,10,0.14
202245,117,,,920,12.84
202245,199,,,612,8.54
202249,1,Agri Land,,3834,9.56
202249,2,Agri Land,,2371,5.91
202249,3,Agri Land,,478,1.19
202249,4,Agri Land,,1196,2.98
202249,5,Agri Land,,1309,3.27
202249,6,Agri Land,,2351,5.86
202249,7,Agri Land,,852,2.12
202249,79,,,631,1.57
202249,81,Settlement,,3406,8.49
202249,83,River,,8243,20.56
202249,85,Forest,,5560,13.87
202249,113,,,10,0.03
202249,117,,,1494,3.73
202249,119,,,141,0.35
202249,123,,,7546,18.82
202249,125,,,673,1.68
202256,1,Agri Land,,131,0.91
202256,2,Agri Land,,841,5.82
202256,3,Agri Land,,3927,27.17
202256,4,Agri Land,,4507,31.18
202256,5,Agri Land,,934,6.46
202256,81,Settlement,,1252,8.66
202256,83,River,,2655,18.37
202256,112,Waterbody,,39,0.27
202256,113,,,10,0.07
202256,117,,,158,1.09
202290,1,Agri Land,,11103,29.65
202290,2,Agri Land,,3077,8.22
202290,3,Agri Land,,934,2.49
202290,4,Agri Land,,4043,10.8
202290,5,Agri Land,,4223,11.28
202290,6,Agri Land,,987,2.64
202290,7,Agri Land,,2309,6.17
202290,8,Agri Land,,91,0.24
202290,9,Agri Land,,287,0.77
202290,81,Settlement,,1288,3.44
202290,83,River,,6015,16.06
202290,84,,,1459,3.9
202290,93,,,1629,4.35
202290,113,,,1,0
202266,1,Agri Land,,9407,24.54
202266,2,Agri Land,,8380,21.86
202266,3,Agri Land,,9158,23.89
202266,4,Agri Land,,1168,3.05
202266,5,Agri Land,,1304,3.4
202266,81,Settlement,,7169,18.7
202266,83,River,,477,1.24
202266,84,,,2,0
202266,86,,,144,0.37
202266,109,,,64,0.17
202266,112,Waterbody,,2,0
202266,113,,,32,0.08
202266,119,,,81,0.21
202266,120,,,816,2.13
202266,123,,,129,0.34
202294,1,Agri Land,,5329,20.55
202294,2,Agri Land,,5721,22.07
202294,3,Agri Land,,3813,14.7
202294,4,Agri Land,,722,2.78
202294,5,Agri Land,,5503,21.22
202294,6,Agri Land,,1038,4
202294,7,Agri Land,,738,2.85
202294,79,,,883,3.41
202294,81,Settlement,,1787,6.89
202294,83,River,,384,1.48
202294,113,,,10,0.04
201967,1,Agri Land,,116,0.95
201967,2,Agri Land,,145,1.18
201967,3,Agri Land,,416,3.39
201967,4,Agri Land,,2118,17.24
201967,5,Agri Land,,199,1.62
201967,6,Agri Land,,2538,20.65
201967,7,Agri Land,,256,2.08
201967,8,Agri Land,,406,3.31
201967,9,Agri Land,,666,5.42
201967,10,Agri Land,,896,7.29
201967,81,Settlement,,4348,35.38
201967,83,River,,112,0.91
201967,112,Waterbody,,10,0.08
201967,113,,,62,0.5
201909,1,Agri Land,,353,1.45
201909,2,Agri Land,,271,1.11
201909,3,Agri Land,,479,1.97
201909,4,Agri Land,,11838,48.58
201909,5,Agri Land,,1006,4.13
201909,6,Agri Land,,5658,23.22
201909,81,Settlement,,4747,19.48
201909,113,,,15,0.06
201918,1,Agri Land,,161,0.96
201918,2,Agri Land,,5010,29.98
201918,3,Agri Land,,3884,23.25
201918,4,Agri Land,,557,3.34
201918,5,Agri Land,,1069,6.4
201918,6,Agri Land,,3334,19.96
201918,81,Settlement,,2474,14.81
201918,83,River,,166,0.99
201918,112,Waterbody,,41,0.25
201918,113,,,11,0.07
201927,1,Agri Land,,667,3.28
201927,2,Agri Land,,3810,18.72
201927,3,Agri Land,,3995,19.64
201927,4,Agri Land,,4513,22.18
201927,5,Agri Land,,789,3.88
201927,6,Agri Land,,1781,8.75
201927,7,Agri Land,,714,3.51
201927,81,Settlement,,4059,19.95
201927,82,,,20,0.1
201915,1,Agri Land,,253,1.96
201915,2,Agri Land,,517,4.02
201915,3,Agri Land,,506,3.93
201915,4,Agri Land,,483,3.75
201915,5,Agri Land,,2081,16.17
201915,6,Agri Land,,5385,41.85
201915,7,Agri Land,,931,7.24
201915,8,Agri Land,,1057,8.21
201915,81,Settlement,,1590,12.36
201915,83,River,,54,0.42
201915,113,,,10,0.07
201931,1,Agri Land,,827,3.04
201931,2,Agri Land,,496,1.82
201931,3,Agri Land,,790,2.9
201931,4,Agri Land,,1477,5.43
201931,5,Agri Land,,1418,5.21
201931,6,Agri Land,,187,0.69
201931,7,Agri Land,,6912,25.4
201931,8,Agri Land,,4055,14.9
201931,9,Agri Land,,943,3.47
201931,80,,,2,0.01
201931,81,Settlement,,9134,33.57
201931,83,River,,348,1.28
201931,86,,,161,0.59
201931,112,Waterbody,,60,0.22
201931,113,,,126,0.46
201931,119,,,277,1.02
201936,1,Agri Land,,1797,8.2
201936,2,Agri Land,,5265,24.01
201936,3,Agri Land,,8071,36.81
201936,4,Agri Land,,945,4.31
201936,5,Agri Land,,937,4.27
201936,6,Agri Land,,911,4.15
201936,81,Settlement,,2945,13.43
201936,83,River,,926,4.23
201936,113,,,24,0.11
201936,119,,,103,0.47
201972,1,Agri Land,,4570,33
201972,2,Agri Land,,4640,33.5
201972,3,Agri Land,,1414,10.21
201972,81,Settlement,,3114,22.49
201972,83,River,,89,0.64
201972,113,,,22,0.16
201940,1,Agri Land,,4321,18.11
201940,2,Agri Land,,1212,5.08
201940,3,Agri Land,,2617,10.97
201940,4,Agri Land,,3758,15.75
201940,5,Agri Land,,2889,12.11
201940,6,Agri Land,,4020,16.85
201940,7,Agri Land,,662,2.78
201940,8,Agri Land,,2101,8.81
201940,81,Settlement,,2185,9.16
201940,83,River,,91,0.38
201940,113,,,8,0.03
201954,1,Agri Land,,556,4.48
201954,2,Agri Land,,1055,8.5
201954,3,Agri Land,,2675,21.55
201954,4,Agri Land,,4956,39.93
201954,5,Agri Land,,642,5.17
201954,6,Agri Land,,285,2.3
201954,81,Settlement,,1538,12.39
201954,83,River,,703,5.66
201954,113,,,0,0
201973,1,Agri Land,,6718,55.14
201973,2,Agri Land,,302,2.48
201973,81,Settlement,,5018,41.19
201973,83,River,,68,0.56
201973,86,,,45,0.37
201973,112,Waterbody,,29,0.24
201973,113,,,2,0.02
201974,1,Agri Land,,8392,51.42
201974,2,Agri Land,,3027,18.55
201974,81,Settlement,,4708,28.85
201974,83,River,,178,1.09
201974,113,,,14,0.09
201975,1,Agri Land,,2246,20.47
201975,2,Agri Land,,2959,26.96
201975,3,Agri Land,,1105,10.07
201975,81,Settlement,,1754,15.98
201975,83,River,,2882,26.27
201975,86,,,3,0.03
201975,112,Waterbody,,2,0.02
201975,113,,,10,0.09
201975,119,,,12,0.11
201987,1,Agri Land,,9640,40.99
201987,2,Agri Land,,1275,5.42
201987,3,Agri Land,,439,1.87
201987,4,Agri Land,,4730,20.11
201987,5,Agri Land,,2094,8.9
201987,6,Agri Land,,1483,6.31
201987,7,Agri Land,,758,3.22
201987,81,Settlement,,2729,11.6
201987,83,River,,196,0.83
201987,112,Waterbody,,110,0.47
201987,113,,,64,0.27
201933,1,Agri Land,,1621,10.53
201933,2,Agri Land,,367,2.39
201933,3,Agri Land,,538,3.5
201933,4,Agri Land,,1009,6.56
201933,5,Agri Land,,761,4.94
201933,6,Agri Land,,2501,16.25
201933,7,Agri Land,,3881,25.22
201933,8,Agri Land,,1610,10.46
201933,9,Agri Land,,431,2.8
201933,10,Agri Land,,96,0.62
201933,81,Settlement,,2265,14.72
201933,83,River,,247,1.61
201933,85,Forest,,28,0.18
201933,112,Waterbody,,18,0.12
201933,113,,,17,0.11
203014,1,Agri Land,,427,3.17
203014,2,Agri Land,,2773,20.58
203014,3,Agri Land,,2836,21.05
203014,4,Agri Land,,357,2.65
203014,5,Agri Land,,2390,17.74
203014,6,Agri Land,,1818,13.49
203014,7,Agri Land,,201,1.5
203014,81,Settlement,,2238,16.61
203014,83,River,,370,2.74
203014,113,,,63,0.47
201994,1,Agri Land,,691,6.22
201994,2,Agri Land,,5979,53.85
201994,3,Agri Land,,190,1.72
201994,4,Agri Land,,506,4.56
201994,5,Agri Land,,342,3.08
201994,81,Settlement,,2804,25.26
201994,83,River,,453,4.08
201994,86,,,30,0.27
201994,112,Waterbody,,46,0.42
201994,113,,,63,0.56
203025,1,Agri Land,,1629,11.55
203025,2,Agri Land,,3157,22.39
203025,3,Agri Land,,211,1.5
203025,4,Agri Land,,2532,17.95
203025,5,Agri Land,,623,4.42
203025,6,Agri Land,,1889,13.39
203025,7,Agri Land,,643,4.56
203025,8,Agri Land,,191,1.36
203025,81,Settlement,,2919,20.69
203025,83,River,,264,1.87
203025,113,,,46,0.33
203029,1,Agri Land,,510,2.38
203029,2,Agri Land,,822,3.83
203029,3,Agri Land,,6947,32.42
203029,4,Agri Land,,1542,7.2
203029,5,Agri Land,,4109,19.18
203029,6,Agri Land,,442,2.06
203029,7,Agri Land,,517,2.41
203029,8,Agri Land,,480,2.24
203029,9,Agri Land,,573,2.67
203029,10,Agri Land,,679,3.17
203029,81,Settlement,,4248,19.82
203029,83,River,,483,2.26
203029,113,,,76,0.35
203041,1,Agri Land,,319,3.1
203041,2,Agri Land,,914,8.87
203041,3,Agri Land,,3844,37.33
203041,4,Agri Land,,1578,15.32
203041,81,Settlement,,3337,32.4
203041,83,River,,96,0.93
203041,86,,,57,0.56
203041,112,Waterbody,,4,0.04
203041,113,,,150,1.45
203041,118,,,0,0
203051,1,Agri Land,,1350,13.48
203051,2,Agri Land,,1032,10.31
203051,3,Agri Land,,1358,13.56
203051,4,Agri Land,,3579,35.75
203051,5,Agri Land,,700,6.99
203051,6,Agri Land,,486,4.85
203051,81,Settlement,,1276,12.74
203051,83,River,,208,2.08
203051,113,,,25,0.25
203094,1,Agri Land,,3776,16.25
203094,2,Agri Land,,762,3.28
203094,3,Agri Land,,561,2.42
203094,4,Agri Land,,7202,31
203094,5,Agri Land,,4562,19.64
203094,81,Settlement,,3024,13.02
203094,83,River,,2997,12.9
203094,93,,,327,1.41
203094,113,,,18,0.08
204649,1,Agri Land,,24,0.09
204649,2,Agri Land,,10459,38.99
204649,3,Agri Land,,2378,8.87
204649,4,Agri Land,,1905,7.1
204649,5,Agri Land,,5449,20.31
204649,6,Agri Land,,2914,10.86
204649,81,Settlement,,3395,12.66
204649,83,River,,300,1.12
204647,1,Agri Land,,5036,22.61
204647,2,Agri Land,,2952,13.25
204647,3,Agri Land,,3047,13.68
204647,4,Agri Land,,6332,28.43
204647,5,Agri Land,,1928,8.66
204647,81,Settlement,,2789,12.52
204647,83,River,,149,0.67
204647,86,,,15,0.07
204647,109,,,19,0.09
204647,113,,,7,0.03
204661,1,Agri Land,,1674,7.94
204661,2,Agri Land,,2297,10.89
204661,3,Agri Land,,12564,59.58
204661,4,Agri Land,,2090,9.91
204661,5,Agri Land,,712,3.38
204661,81,Settlement,,1524,7.23
204661,83,River,,172,0.81
204661,112,Waterbody,,51,0.24
204661,113,,,4,0.02
204643,1,Agri Land,,13629,15.45
204643,2,Agri Land,,33463,37.92
204643,3,Agri Land,,19913,22.57
204643,4,Agri Land,,6260,7.09
204643,5,Agri Land,,6104,6.92
204643,6,Agri Land,,4390,4.98
204643,81,Settlement,,3752,4.25
204643,83,River,,636,0.72
204643,86,,,19,0.02
204643,109,,,46,0.05
204643,113,,,24,0.03
204643,118,,,2,0
204667,1,Agri Land,,1118,6.09
204667,2,Agri Land,,1787,9.73
204667,3,Agri Land,,3540,19.28
204667,4,Agri Land,,5944,32.38
204667,5,Agri Land,,1263,6.88
204667,6,Agri Land,,720,3.92
204667,7,Agri Land,,3530,19.23
204667,81,Settlement,,361,1.96
204667,82,,,97,0.53
204665,1,Agri Land,,4872,20.46
204665,2,Agri Land,,2279,9.57
204665,3,Agri Land,,3948,16.57
204665,4,Agri Land,,763,3.2
204665,5,Agri Land,,5824,24.45
204665,6,Agri Land,,3877,16.28
204665,81,Settlement,,1941,8.15
204665,83,River,,205,0.86
204665,86,,,8,0.03
204665,112,Waterbody,,73,0.3
204665,113,,,28,0.12
204677,1,Agri Land,,7282,21.28
204677,2,Agri Land,,4201,12.28
204677,3,Agri Land,,5242,15.32
204677,4,Agri Land,,11030,32.24
204677,5,Agri Land,,3651,10.67
204677,81,Settlement,,2397,7.01
204677,83,River,,352,1.03
204677,86,,,13,0.04
204677,109,,,35,0.1
204677,113,,,8,0.02
204670,1,Agri Land,,3595,7.76
204670,2,Agri Land,,3189,6.88
204670,3,Agri Land,,5929,12.8
204670,4,Agri Land,,554,1.19
204670,5,Agri Land,,160,0.35
204670,6,Agri Land,,4940,10.66
204670,7,Agri Land,,4857,10.48
204670,8,Agri Land,,2927,6.32
204670,9,Agri Land,,8855,19.11
204670,10,Agri Land,,5135,11.08
204670,11,,,1025,2.21
204670,81,Settlement,,4595,9.92
204670,83,River,,365,0.79
204670,86,,,34,0.07
204670,112,Waterbody,,149,0.32
204670,113,,,27,0.06
204680,1,Agri Land,,987,6.55
204680,2,Agri Land,,841,5.58
204680,3,Agri Land,,4160,27.61
204680,4,Agri Land,,2709,17.98
204680,5,Agri Land,,2734,18.14
204680,6,Agri Land,,1798,11.93
204680,81,Settlement,,1683,11.17
204680,83,River,,91,0.61
204680,86,,,24,0.16
204680,109,,,26,0.17
204680,113,,,15,0.1
205133,1,Agri Land,,5892,22.54
205133,2,Agri Land,,551,2.11
205133,3,Agri Land,,129,0.49
205133,4,Agri Land,,2544,9.73
205133,81,Settlement,,7204,27.56
205133,83,River,,9788,37.45
205133,86,,,32,0.12
205165,1,Agri Land,,866,5.11
205165,2,Agri Land,,1877,11.08
205165,3,Agri Land,,1098,6.48
205165,4,Agri Land,,1143,6.75
205165,5,Agri Land,,693,4.09
205165,6,Agri Land,,4585,27.06
205165,7,Agri Land,,1834,10.82
205165,8,Agri Land,,1020,6.02
205165,81,Settlement,,3793,22.39
205165,113,,,33,0.19
205143,1,Agri Land,,1214,2.44
205143,2,Agri Land,,2818,5.67
205143,3,Agri Land,,1799,3.62
205143,4,Agri Land,,4220,8.48
205143,5,Agri Land,,2507,5.04
205143,6,Agri Land,,2616,5.26
205143,7,Agri Land,,558,1.12
205143,8,Agri Land,,12857,25.84
205143,9,Agri Land,,3828,7.7
205143,10,Agri Land,,2034,4.09
205143,81,Settlement,,9793,19.69
205143,83,River,,5455,10.97
205143,112,Waterbody,,8,0.02
205143,113,,,39,0.08
205173,1,Agri Land,,3109,8.61
205173,2,Agri Land,,3690,10.22
205173,3,Agri Land,,531,1.47
205173,4,Agri Land,,282,0.78
205173,5,Agri Land,,198,0.55
205173,6,Agri Land,,762,2.11
205173,7,Agri Land,,2991,8.29
205173,8,Agri Land,,4731,13.11
205173,9,Agri Land,,3015,8.35
205173,81,Settlement,,1904,5.28
205173,83,River,,14883,41.23
205158,1,Agri Land,,2095,10.37
205158,2,Agri Land,,1207,5.97
205158,3,Agri Land,,3013,14.91
205158,4,Agri Land,,860,4.26
205158,5,Agri Land,,4895,24.23
205158,81,Settlement,,6957,34.44
205158,83,River,,877,4.34
205158,84,,,194,0.96
205158,86,,,13,0.07
205158,113,,,19,0.09
205158,119,,,73,0.36
207510,1,Agri Land,,2088,15.14
207510,2,Agri Land,,644,4.67
207510,3,Agri Land,,1268,9.2
207510,4,Agri Land,,822,5.96
207510,5,Agri Land,,4331,31.41
207510,6,Agri Land,,825,5.98
207510,81,Settlement,,3798,27.54
207510,113,,,13,0.09
207521,1,Agri Land,,1655,4.27
207521,2,Agri Land,,4080,10.54
207521,3,Agri Land,,1974,5.1
207521,4,Agri Land,,7456,19.26
207521,5,Agri Land,,11495,29.69
207521,81,Settlement,,1871,4.83
207521,83,River,,10184,26.3
207507,1,Agri Land,,3820,16.16
207507,2,Agri Land,,1283,5.43
207507,3,Agri Land,,980,4.15
207507,4,Agri Land,,3000,12.69
207507,5,Agri Land,,839,3.55
207507,6,Agri Land,,1767,7.48
207507,7,Agri Land,,1444,6.11
207507,8,Agri Land,,5349,22.63
207507,81,Settlement,,5047,21.35
207507,83,River,,81,0.34
207507,113,,,25,0.11
207547,1,Agri Land,,760,4.76
207547,2,Agri Land,,3227,20.24
207547,3,Agri Land,,242,1.52
207547,4,Agri Land,,192,1.21
207547,5,Agri Land,,1555,9.75
207547,6,Agri Land,,3641,22.84
207547,7,Agri Land,,2496,15.65
207547,8,Agri Land,,1520,9.53
207547,81,Settlement,,2148,13.47
207547,83,River,,165,1.04
207536,1,Agri Land,,149,0.11
207536,2,Agri Land,,5443,3.9
207536,3,Agri Land,,11785,8.45
207536,4,Agri Land,,4969,3.56
207536,81,Settlement,,13771,9.87
207536,83,River,,59488,42.65
207536,84,,,35587,25.51
207536,85,Forest,,6820,4.89
207536,86,,,52,0.04
207536,112,Waterbody,,4,0
207536,113,,,1125,0.81
207536,118,,,284,0.2
207587,1,Agri Land,,3960,11.41
207587,2,Agri Land,,652,1.88
207587,3,Agri Land,,622,1.79
207587,4,Agri Land,,1495,4.31
207587,5,Agri Land,,2007,5.78
207587,6,Agri Land,,7927,22.84
207587,7,Agri Land,,12184,35.11
207587,8,Agri Land,,260,0.75
207587,81,Settlement,,5472,15.77
207587,83,River,,82,0.23
207587,113,,,42,0.12
207580,1,Agri Land,,5650,34.56
207580,2,Agri Land,,582,3.56
207580,3,Agri Land,,3403,20.82
207580,4,Agri Land,,455,2.78
207580,5,Agri Land,,2696,16.49
207580,6,Agri Land,,184,1.13
207580,81,Settlement,,3338,20.42
207580,113,,,39,0.24
207583,1,Agri Land,,881,5.16
207583,2,Agri Land,,2394,14.02
207583,3,Agri Land,,4712,27.6
207583,81,Settlement,,9071,53.13
207583,83,River,,2,0.01
207583,86,,,12,0.07
207583,113,,,1,0.01
208421,1,Agri Land,,11819,17.73
208421,2,Agri Land,,5931,8.9
208421,3,Agri Land,,8969,13.46
208421,4,Agri Land,,5859,8.79
208421,5,Agri Land,,8852,13.28
208421,6,Agri Land,,4772,7.16
208421,7,Agri Land,,3429,5.14
208421,8,Agri Land,,4721,7.08
208421,9,Agri Land,,2089,3.13
208421,81,Settlement,,962,1.44
208421,83,River,,1108,1.66
208421,109,,,8124,12.19
208421,115,,,18,0.03
208407,1,Agri Land,,21917,14.69
208407,2,Agri Land,,26543,17.79
208407,3,Agri Land,,6329,4.24
208407,4,Agri Land,,10645,7.14
208407,5,Agri Land,,331,0.22
208407,6,Agri Land,,4099,2.75
208407,7,Agri Land,,2335,1.57
208407,8,Agri Land,,1585,1.06
208407,9,Agri Land,,526,0.35
208407,80,,,24,0.02
208407,81,Settlement,,5876,3.94
208407,83,River,,542,0.36
208407,85,Forest,,67237,45.07
208407,86,,,11,0.01
208407,109,,,219,0.15
208407,112,Waterbody,,938,0.63
208407,113,,,10,0.01
208407,119,,,3,0
207585,1,Agri Land,,822,1.71
207585,2,Agri Land,,4829,10.02
207585,3,Agri Land,,9916,20.58
207585,4,Agri Land,,9185,19.06
207585,5,Agri Land,,5277,10.95
207585,81,Settlement,,11775,24.44
207585,83,River,,4825,10.02
207585,84,,,395,0.82
207585,85,Forest,,605,1.25
207585,86,,,81,0.17
207585,112,Waterbody,,11,0.02
207585,113,,,126,0.26
207585,119,,,336,0.7
208429,1,Agri Land,,54476,72.15
208429,2,Agri Land,,9290,12.3
208429,3,Agri Land,,6976,9.24
208429,4,Agri Land,,1153,1.53
208429,5,Agri Land,,141,0.19
208429,80,,,2,0
208429,81,Settlement,,1458,1.93
208429,83,River,,630,0.83
208429,109,,,1371,1.82
208429,112,Waterbody,,3,0
208429,113,,,5,0.01
208429,119,,,3,0
208447,1,Agri Land,,16900,26.12
208447,2,Agri Land,,1656,2.56
208447,3,Agri Land,,9072,14.02
208447,4,Agri Land,,12414,19.18
208447,5,Agri Land,,7423,11.47
208447,6,Agri Land,,4209,6.5
208447,7,Agri Land,,7889,12.19
208447,8,Agri Land,,2537,3.92
208447,9,Agri Land,,903,1.4
208447,81,Settlement,,734,1.13
208447,83,River,,312,0.48
208447,109,,,304,0.47
208447,112,Waterbody,,355,0.55
208436,1,Agri Land,,4931,19.5
208436,2,Agri Land,,3172,12.54
208436,3,Agri Land,,6068,24
208436,4,Agri Land,,6041,23.89
208436,5,Agri Land,,1961,7.76
208436,6,Agri Land,,873,3.45
208436,81,Settlement,,1152,4.55
208436,83,River,,635,2.51
208436,112,Waterbody,,453,1.79
208425,1,Agri Land,,1645,6.81
208425,2,Agri Land,,1375,5.69
208425,3,Agri Land,,10945,45.28
208425,4,Agri Land,,6318,26.14
208425,5,Agri Land,,2738,11.33
208425,81,Settlement,,857,3.55
208425,83,River,,178,0.73
208425,86,,,71,0.3
208425,109,,,34,0.14
208425,113,,,11,0.04
208458,1,Agri Land,,5011,10.13
208458,2,Agri Land,,10571,21.37
208458,3,Agri Land,,2734,5.53
208458,4,Agri Land,,5313,10.74
208458,5,Agri Land,,2787,5.63
208458,6,Agri Land,,5274,10.66
208458,7,Agri Land,,1655,3.35
208458,8,Agri Land,,310,0.63
208458,81,Settlement,,3374,6.82
208458,83,River,,220,0.44
208458,86,,,8,0.02
208458,109,,,12206,24.68
208458,113,,,2,0
208478,1,Agri Land,,3778,25.43
208478,2,Agri Land,,1045,7.04
208478,3,Agri Land,,5191,34.94
208478,4,Agri Land,,3281,22.08
208478,5,Agri Land,,1181,7.95
208478,81,Settlement,,381,2.57
208487,1,Agri Land,,16915,27.3
208487,2,Agri Land,,10832,17.48
208487,3,Agri Land,,7076,11.42
208487,4,Agri Land,,5007,8.08
208487,5,Agri Land,,623,1.01
208487,81,Settlement,,2942,4.75
208487,112,Waterbody,,18562,29.96
208475,1,Agri Land,,1254,3.72
208475,2,Agri Land,,3775,11.21
208475,3,Agri Land,,3194,9.49
208475,4,Agri Land,,3399,10.1
208475,5,Agri Land,,4755,14.12
208475,6,Agri Land,,5466,16.23
208475,7,Agri Land,,5556,16.5
208475,8,Agri Land,,1656,4.92
208475,9,Agri Land,,538,1.6
208475,81,Settlement,,742,2.2
208475,83,River,,160,0.48
208475,109,,,3176,9.43
302614,1,Agri Land,,233,0.75
302614,2,Agri Land,,1404,4.53
302614,3,Agri Land,,1767,5.7
302614,4,Agri Land,,337,1.09
302614,5,Agri Land,,1153,3.72
302614,6,Agri Land,,5997,19.35
302614,7,Agri Land,,12698,40.97
302614,8,Agri Land,,389,1.25
302614,9,Agri Land,,162,0.52
302614,10,Agri Land,,91,0.3
302614,81,Settlement,,6201,20.01
302614,83,River,,443,1.43
302614,86,,,27,0.09
302614,112,Waterbody,,82,0.26
302614,113,,,6,0.02
302618,1,Agri Land,,500,3.46
302618,2,Agri Land,,915,6.33
302618,3,Agri Land,,984,6.81
302618,4,Agri Land,,314,2.18
302618,5,Agri Land,,628,4.35
302618,6,Agri Land,,417,2.89
302618,7,Agri Land,,51,0.35
302618,8,Agri Land,,525,3.63
302618,81,Settlement,,4671,32.34
302618,83,River,,4117,28.5
302618,84,,,1192,8.25
302618,86,,,43,0.3
302618,112,Waterbody,,31,0.21
302618,113,,,58,0.4
302638,1,Agri Land,,398,2.18
302638,2,Agri Land,,3478,19
302638,3,Agri Land,,1267,6.92
302638,4,Agri Land,,796,4.35
302638,5,Agri Land,,53,0.29
302638,6,Agri Land,,889,4.86
302638,7,Agri Land,,586,3.2
302638,80,,,17,0.09
302638,81,Settlement,,9176,50.12
302638,83,River,,1130,6.17
302638,86,,,240,1.31
302638,112,Waterbody,,159,0.87
302638,113,,,14,0.08
302638,119,,,104,0.57
302662,1,Agri Land,,3887,15.73
302662,2,Agri Land,,717,2.9
302662,3,Agri Land,,1623,6.57
302662,4,Agri Land,,1537,6.22
302662,5,Agri Land,,3694,14.95
302662,6,Agri Land,,1733,7.01
302662,7,Agri Land,,618,2.5
302662,8,Agri Land,,2961,11.99
302662,81,Settlement,,6273,25.39
302662,83,River,,855,3.46
302662,86,,,78,0.31
302662,112,Waterbody,,260,1.05
302662,113,,,259,1.05
302662,119,,,212,0.86
302672,1,Agri Land,,993,3.49
302672,2,Agri Land,,550,1.93
302672,3,Agri Land,,110,0.38
302672,4,Agri Land,,478,1.68
302672,5,Agri Land,,432,1.52
302672,6,Agri Land,,349,1.23
302672,7,Agri Land,,1848,6.49
302672,8,Agri Land,,125,0.44
302672,9,Agri Land,,1286,4.52
302672,10,Agri Land,,528,1.85
302672,11,,,657,2.31
302672,12,,,829,2.91
302672,13,,,549,1.93
302672,81,Settlement,,15997,56.16
302672,83,River,,976,3.42
302672,86,,,468,1.64
302672,109,,,930,3.26
302672,112,Waterbody,,900,3.16
302672,113,,,480,1.69
302921,1,Agri Land,,1008,7.67
302921,2,Agri Land,,197,1.5
302921,3,Agri Land,,828,6.31
302921,4,Agri Land,,466,3.54
302921,5,Agri Land,,219,1.66
302921,6,Agri Land,,4152,31.61
