upazila_code,map_unit,unit_title_en,unit_title_bn,area,percent
554908,1,Agri Land,,2020,17.68
554908,2,Agri Land,,1158,10.14
554908,3,Agri Land,,2513,21.99
554908,4,Agri Land,,1982,17.35
554908,81,Settlement,,1125,9.85
554908,83,River,,2594,22.7
554908,112,Waterbody,,25,0.22
554908,113,,,9,0.08
553291,1,Agri Land,,575,1.41
553291,2,Agri Land,,2888,7.09
553291,3,Agri Land,,8500,20.88
553291,4,Agri Land,,8412,20.66
553291,5,Agri Land,,723,1.78
553291,6,Agri Land,,1776,4.36
553291,7,Agri Land,,1334,3.28
553291,8,Agri Land,,367,0.9
553291,9,Agri Land,,1124,2.76
553291,10,Agri Land,,812,1.99
553291,11,,,2148,5.28
553291,12,,,1105,2.71
553291,13,,,743,1.82
553291,14,,,1746,4.29
553291,15,,,2227,5.47
553291,81,Settlement,,1978,4.86
553291,82,,,4,0.01
553291,83,River,,4125,10.13
553291,112,Waterbody,,125,0.31
553291,113,,,2,0
553288,1,Agri Land,,446,1.91
553288,2,Agri Land,,790,3.38
553288,3,Agri Land,,559,2.39
553288,4,Agri Land,,5541,23.73
553288,5,Agri Land,,1913,8.2
553288,6,Agri Land,,2376,10.18
553288,7,Agri Land,,513,2.2
553288,8,Agri Land,,87,0.37
553288,9,Agri Land,,1321,5.66
553288,10,Agri Land,,981,4.2
553288,81,Settlement,,4151,17.78
553288,83,River,,2056,8.81
553288,84,,,2237,9.58
553288,86,,,44,0.19
553288,112,Waterbody,,222,0.95
553288,113,,,45,0.19
553288,119,,,65,0.28
554906,1,Agri Land,,1108,4.81
554906,2,Agri Land,,1613,7
554906,3,Agri Land,,1745,7.58
554906,4,Agri Land,,1615,7.01
554906,5,Agri Land,,4264,18.51
554906,6,Agri Land,,449,1.95
554906,7,Agri Land,,1293,5.61
554906,8,Agri Land,,2205,9.57
554906,80,,,94,0.41
554906,81,Settlement,,6407,27.82
554906,83,River,,832,3.61
554906,84,,,803,3.49
554906,86,,,40,0.17
554906,112,Waterbody,,180,0.78
554906,113,,,81,0.35
554906,118,,,3,0.01
554906,119,,,300,1.3
554909,1,Agri Land,,1003,4.12
554909,2,Agri Land,,198,0.81
554909,3,Agri Land,,280,1.15
554909,4,Agri Land,,537,2.21
554909,5,Agri Land,,259,1.06
554909,6,Agri Land,,507,2.08
554909,7,Agri Land,,65,0.27
554909,8,Agri Land,,3235,13.29
554909,9,Agri Land,,3348,13.75
554909,81,Settlement,,2260,9.28
554909,83,River,,4542,18.65
554909,84,,,7920,32.53
554909,86,,,17,0.07
554909,112,Waterbody,,117,0.48
554909,113,,,60,0.25
554909,115,,,1,0
554909,118,,,1,0
554952,1,Agri Land,,1672,6.1
554952,2,Agri Land,,1321,4.82
554952,3,Agri Land,,2779,10.14
554952,4,Agri Land,,2045,7.46
554952,5,Agri Land,,392,1.43
554952,6,Agri Land,,344,1.25
554952,7,Agri Land,,208,0.76
554952,8,Agri Land,,965,3.52
554952,9,Agri Land,,731,2.67
554952,10,Agri Land,,1282,4.68
554952,11,,,463,1.69
554952,12,,,779,2.84
554952,13,,,1361,4.97
554952,14,,,1761,6.43
554952,15,,,3277,11.96
554952,16,,,1964,7.17
554952,81,Settlement,,2405,8.78
554952,83,River,,3402,12.42
554952,112,Waterbody,,240,0.88
554952,113,,,3,0.01
554918,1,Agri Land,,3522,21.9
554918,2,Agri Land,,3022,18.79
554918,3,Agri Land,,1849,11.49
554918,4,Agri Land,,975,6.06
554918,5,Agri Land,,960,5.97
554918,6,Agri Land,,1113,6.92
554918,7,Agri Land,,430,2.68
554918,8,Agri Land,,1575,9.79
554918,81,Settlement,,1386,8.62
554918,82,,,225,1.4
554918,83,River,,1026,6.38
554961,1,Agri Land,,9185,22.07
554961,2,Agri Land,,1732,4.16
554961,3,Agri Land,,3478,8.36
554961,4,Agri Land,,3310,7.95
554961,5,Agri Land,,287,0.69
554961,6,Agri Land,,2412,5.79
554961,7,Agri Land,,6046,14.53
554961,8,Agri Land,,4018,9.65
554961,81,Settlement,,8072,19.39
554961,83,River,,2508,6.02
554961,84,,,82,0.2
554961,86,,,73,0.18
554961,112,Waterbody,,393,0.94
554961,113,,,26,0.06
554977,1,Agri Land,,531,3.25
554977,2,Agri Land,,3521,21.58
554977,3,Agri Land,,3740,22.92
554977,4,Agri Land,,3537,21.68
554977,5,Agri Land,,720,4.41
554977,6,Agri Land,,978,5.99
554977,7,Agri Land,,697,4.27
554977,81,Settlement,,1844,11.3
554977,82,,,240,1.47
554977,83,River,,509,3.12
554979,1,Agri Land,,50,0.25
554979,2,Agri Land,,3017,15.07
554979,3,Agri Land,,1397,6.98
554979,4,Agri Land,,1318,6.58
554979,5,Agri Land,,95,0.48
554979,6,Agri Land,,2577,12.87
554979,7,Agri Land,,1780,8.89
554979,8,Agri Land,,751,3.75
554979,9,Agri Land,,701,3.5
554979,10,Agri Land,,624,3.12
554979,80,,,31,0.15
554979,81,Settlement,,5042,25.18
554979,83,River,,1115,5.57
554979,84,,,1397,6.98
554979,86,,,48,0.24
554979,112,Waterbody,,51,0.25
554979,113,,,22,0.11
554979,119,,,7,0.03
554994,1,Agri Land,,17,0.04
554994,2,Agri Land,,4388,9.44
554994,3,Agri Land,,1559,3.35
554994,4,Agri Land,,307,0.66
554994,5,Agri Land,,298,0.64
554994,6,Agri Land,,330,0.71
554994,7,Agri Land,,1325,2.85
554994,8,Agri Land,,5690,12.24
554994,9,Agri Land,,1034,2.22
554994,10,Agri Land,,259,0.56
554994,11,,,2018,4.34
554994,12,,,904,1.94
554994,13,,,6765,14.55
554994,81,Settlement,,7641,16.44
554994,83,River,,6912,14.87
554994,84,,,6684,14.38
554994,86,,,94,0.2
554994,112,Waterbody,,98,0.21
554994,113,,,120,0.26
554994,119,,,44,0.1
555202,1,Agri Land,,791,4.18
555202,2,Agri Land,,3224,17.04
555202,3,Agri Land,,2924,15.45
555202,4,Agri Land,,651,3.44
555202,5,Agri Land,,226,1.19
555202,6,Agri Land,,3444,18.2
555202,7,Agri Land,,208,1.1
555202,8,Agri Land,,1873,9.9
555202,9,Agri Land,,258,1.36
555202,10,Agri Land,,716,3.79
555202,81,Settlement,,3781,19.98
555202,83,River,,315,1.66
555202,84,,,420,2.22
555202,86,,,53,0.28
555202,112,Waterbody,,15,0.08
555202,113,,,10,0.05
555202,115,,,3,0.01
555202,119,,,8,0.04
555233,1,Agri Land,,3572,12.49
555233,2,Agri Land,,4083,14.27
555233,3,Agri Land,,387,1.35
555233,4,Agri Land,,1178,4.12
555233,5,Agri Land,,781,2.73
555233,6,Agri Land,,2604,9.1
555233,7,Agri Land,,727,2.54
555233,8,Agri Land,,2548,8.91
555233,9,Agri Land,,521,1.82
555233,10,Agri Land,,605,2.12
555233,11,,,53,0.19
555233,12,,,6292,21.99
555233,13,,,1658,5.79
555233,81,Settlement,,2151,7.52
555233,82,,,1,0.01
555233,83,River,,1420,4.96
555233,85,Forest,,29,0.1
555239,1,Agri Land,,798,3.36
555239,2,Agri Land,,1819,7.66
555239,3,Agri Land,,2592,10.91
555239,4,Agri Land,,1162,4.89
555239,5,Agri Land,,275,1.16
555239,6,Agri Land,,1573,6.62
555239,7,Agri Land,,5790,24.37
555239,8,Agri Land,,315,1.32
555239,9,Agri Land,,405,1.7
555239,10,Agri Land,,3540,14.9
555239,81,Settlement,,4247,17.88
555239,83,River,,285,1.2
555239,84,,,553,2.33
555239,112,Waterbody,,341,1.44
555239,113,,,61,0.26
555255,1,Agri Land,,7582,28.78
555255,2,Agri Land,,2489,9.45
555255,3,Agri Land,,685,2.6
555255,4,Agri Land,,2359,8.96
555255,5,Agri Land,,3613,13.72
555255,6,Agri Land,,686,2.6
555255,7,Agri Land,,3130,11.88
555255,8,Agri Land,,2077,7.89
555255,81,Settlement,,2675,10.15
555255,83,River,,861,3.27
555255,91,,,79,0.3
555255,112,Waterbody,,69,0.26
555255,113,,,37,0.14
555270,1,Agri Land,,1696,6.65
555270,2,Agri Land,,651,2.55
555270,3,Agri Land,,701,2.75
555270,4,Agri Land,,1113,4.36
555270,5,Agri Land,,905,3.55
555270,6,Agri Land,,5825,22.83
555270,7,Agri Land,,1769,6.94
555270,8,Agri Land,,4974,19.5
555270,9,Agri Land,,4371,17.13
555270,10,Agri Land,,720,2.82
555270,11,,,897,3.52
555270,81,Settlement,,1565,6.13
555270,83,River,,317,1.24
555270,112,Waterbody,,5,0.02
555270,113,,,2,0.01
557336,1,Agri Land,,1281,4.16
557336,2,Agri Land,,3727,12.1
557336,3,Agri Land,,6804,22.08
557336,4,Agri Land,,1070,3.47
557336,5,Agri Land,,4410,14.31
557336,6,Agri Land,,4162,13.51
557336,7,Agri Land,,1949,6.33
557336,8,Agri Land,,241,0.78
557336,9,Agri Land,,1649,5.35
557336,10,Agri Land,,178,0.58
557336,81,Settlement,,4115,13.36
557336,83,River,,675,2.19
557336,84,,,470,1.53
557336,112,Waterbody,,55,0.18
557336,113,,,24,0.08
557315,1,Agri Land,,509,2.02
557315,2,Agri Land,,1383,5.49
557315,3,Agri Land,,787,3.12
557315,4,Agri Land,,6820,27.09
557315,5,Agri Land,,1754,6.97
557315,6,Agri Land,,1395,5.54
557315,7,Agri Land,,812,3.22
557315,8,Agri Land,,1359,5.4
557315,9,Agri Land,,2642,10.49
557315,10,Agri Land,,156,0.62
557315,11,,,319,1.27
557315,12,,,46,0.18
557315,80,,,120,0.48
557315,81,Settlement,,6659,26.45
557315,83,River,,26,0.1
557315,84,,,61,0.24
557315,86,,,16,0.06
557315,112,Waterbody,,32,0.13
557315,113,,,212,0.84
557315,115,,,51,0.2
557315,118,,,2,0.01
557315,119,,,16,0.06
557345,1,Agri Land,,1441,6.92
557345,2,Agri Land,,257,1.23
557345,3,Agri Land,,5347,25.66
557345,4,Agri Land,,1474,7.07
557345,5,Agri Land,,2564,12.31
557345,6,Agri Land,,4442,21.32
557345,7,Agri Land,,163,0.78
557345,81,Settlement,,4424,21.23
557345,83,River,,449,2.16
557345,84,,,165,0.79
557345,86,,,7,0.03
557345,112,Waterbody,,63,0.3
557345,113,,,26,0.12
557345,119,,,15,0.07
557312,1,Agri Land,,6091,18.28
557312,2,Agri Land,,4717,14.15
557312,3,Agri Land,,748,2.24
557312,4,Agri Land,,2576,7.73
557312,5,Agri Land,,1580,4.74
557312,6,Agri Land,,3349,10.05
557312,7,Agri Land,,123,0.37
557312,8,Agri Land,,1837,5.51
557312,9,Agri Land,,1931,5.79
557312,80,,,95,0.28
557312,81,Settlement,,7430,22.29
557312,83,River,,1581,4.74
557312,84,,,1225,3.68
557312,112,Waterbody,,44,0.13
557312,113,,,1,0
557364,1,Agri Land,,6336,17.04
557364,2,Agri Land,,8188,22.03
557364,3,Agri Land,,1685,4.53
557364,4,Agri Land,,7695,20.7
557364,5,Agri Land,,7003,18.84
557364,6,Agri Land,,125,0.34
557364,7,Agri Land,,1032,2.78
557364,8,Agri Land,,481,1.29
557364,81,Settlement,,4220,11.35
557364,83,River,,154,0.41
557364,105,,,130,0.35
557364,108,,,40,0.11
557364,112,Waterbody,,39,0.11
557364,113,,,45,0.12
557385,1,Agri Land,,34,0.28
557385,2,Agri Land,,353,2.91
557385,3,Agri Land,,1780,14.65
557385,4,Agri Land,,3918,32.25
557385,5,Agri Land,,263,2.17
557385,6,Agri Land,,3095,25.47
557385,7,Agri Land,,985,8.1
557385,8,Agri Land,,59,0.49
557385,81,Settlement,,1522,12.53
557385,112,Waterbody,,119,0.98
557385,113,,,22,0.18
557725,1,Agri Land,,9252,29.1
557725,2,Agri Land,,5036,15.84
557725,3,Agri Land,,1476,4.64
557725,4,Agri Land,,1990,6.26
557725,5,Agri Land,,7785,24.49
557725,6,Agri Land,,621,1.95
557725,7,Agri Land,,920,2.89
557725,81,Settlement,,3606,11.34
557725,83,River,,512,1.61
557725,84,,,387,1.22
557725,85,Forest,,105,0.33
557725,113,,,100,0.31
557704,1,Agri Land,,414,1.97
557704,2,Agri Land,,9626,45.68
557704,3,Agri Land,,8622,40.92
557704,4,Agri Land,,196,0.93
557704,81,Settlement,,2104,9.99
557704,83,River,,50,0.24
557704,113,,,58,0.28
557734,1,Agri Land,,3826,12.6
557734,2,Agri Land,,12331,40.61
557734,3,Agri Land,,3282,10.81
557734,4,Agri Land,,1254,4.13
557734,5,Agri Land,,1492,4.91
557734,6,Agri Land,,142,0.47
557734,81,Settlement,,6590,21.7
557734,83,River,,667,2.2
557734,84,,,581,1.91
557734,85,Forest,,71,0.23
557734,86,,,71,0.23
557734,112,Waterbody,,9,0.03
557734,113,,,52,0.17
557790,1,Agri Land,,156,0.82
557790,2,Agri Land,,6053,31.97
557790,3,Agri Land,,1642,8.67
557790,4,Agri Land,,454,2.4
557790,5,Agri Land,,4422,23.35
557790,6,Agri Land,,1688,8.91
557790,7,Agri Land,,448,2.36
557790,8,Agri Land,,1402,7.41
557790,9,Agri Land,,854,4.51
557790,10,Agri Land,,401,2.12
557790,81,Settlement,,1064,5.62
557790,83,River,,339,1.79
557790,113,,,13,0.07
558503,1,Agri Land,,4225,14.01
558503,2,Agri Land,,2597,8.61
558503,3,Agri Land,,2862,9.49
558503,4,Agri Land,,376,1.25
558503,5,Agri Land,,4093,13.57
558503,6,Agri Land,,5905,19.58
558503,7,Agri Land,,454,1.5
558503,8,Agri Land,,2155,7.15
558503,9,Agri Land,,3881,12.87
558503,10,Agri Land,,1038,3.44
558503,11,,,182,0.6
558503,12,,,416,1.38
558503,81,Settlement,,1409,4.67
558503,83,River,,338,1.12
558503,112,Waterbody,,132,0.44
558503,113,,,97,0.32
557773,1,Agri Land,,517,1.48
557773,2,Agri Land,,19010,54.42
557773,3,Agri Land,,2887,8.27
557773,4,Agri Land,,2640,7.56
557773,5,Agri Land,,1861,5.33
557773,6,Agri Land,,1285,3.68
557773,81,Settlement,,6041,17.29
557773,83,River,,369,1.06
557773,84,,,234,0.67
557773,113,,,90,0.26
558527,1,Agri Land,,760,3.1
558527,2,Agri Land,,2536,10.35
558527,3,Agri Land,,3201,13.06
558527,4,Agri Land,,437,1.78
558527,5,Agri Land,,5474,22.33
558527,6,Agri Land,,326,1.33
558527,7,Agri Land,,161,0.66
558527,8,Agri Land,,7920,32.31
558527,81,Settlement,,2691,10.98
558527,83,River,,477,1.94
558527,84,,,51,0.21
558527,112,Waterbody,,293,1.19
558527,113,,,189,0.77
558542,1,Agri Land,,315,2.12
558542,2,Agri Land,,749,5.06
558542,3,Agri Land,,1245,8.41
558542,4,Agri Land,,1812,12.23
558542,5,Agri Land,,1152,7.78
558542,6,Agri Land,,444,2.99
558542,7,Agri Land,,3467,23.4
558542,8,Agri Land,,169,1.14
558542,9,Agri Land,,2702,18.25
558542,10,Agri Land,,707,4.78
558542,81,Settlement,,1262,8.52
558542,83,River,,636,4.29
558542,112,Waterbody,,130,0.87
558542,113,,,22,0.15
558573,1,Agri Land,,4145,15.63
558573,2,Agri Land,,3658,13.8
558573,3,Agri Land,,7514,28.34
558573,4,Agri Land,,396,1.49
558573,5,Agri Land,,1021,3.85
558573,6,Agri Land,,604,2.28
558573,81,Settlement,,8949,33.75
558573,83,River,,85,0.32
558573,84,,,41,0.15
558573,86,,,71,0.27
558573,112,Waterbody,,16,0.06
558573,113,,,17,0.06
558558,1,Agri Land,,5897,11.39
558558,2,Agri Land,,5420,10.47
558558,3,Agri Land,,756,1.46
558558,4,Agri Land,,17546,33.9
558558,5,Agri Land,,12225,23.62
558558,6,Agri Land,,429,0.83
558558,7,Agri Land,,300,0.58
558558,81,Settlement,,7063,13.65
558558,83,River,,339,0.65
558558,109,,,137,0.26
558558,112,Waterbody,,708,1.37
558558,113,,,941,1.82
558550,2,Agri Land,,292,1.41
558550,3,Agri Land,,3903,18.88
558550,4,Agri Land,,1993,9.64
558550,5,Agri Land,,2958,14.31
558550,6,Agri Land,,3285,15.89
558550,7,Agri Land,,30,0.14
558550,8,Agri Land,,211,1.02
558550,81,Settlement,,7342,35.51
558550,109,,,12,0.06
558550,112,Waterbody,,298,1.44
558550,113,,,350,1.69
558549,1,Agri Land,,431,3.17
558549,2,Agri Land,,1948,14.32
558549,3,Agri Land,,752,5.52
558549,4,Agri Land,,1612,11.85
558549,5,Agri Land,,840,6.17
558549,6,Agri Land,,4618,33.94
558549,7,Agri Land,,9,0.06
558549,8,Agri Land,,444,3.26
558549,80,,,51,0.38
558549,81,Settlement,,2710,19.91
558549,112,Waterbody,,35,0.26
558549,113,,,158,1.16
558592,1,Agri Land,,367,2.84
558592,2,Agri Land,,1774,13.73
558592,3,Agri Land,,901,6.97
558592,4,Agri Land,,2248,17.41
558592,5,Agri Land,,328,2.54
558592,6,Agri Land,,534,4.14
558592,7,Agri Land,,243,1.88
558592,8,Agri Land,,1665,12.89
558592,9,Agri Land,,1752,13.56
558592,10,Agri Land,,1884,14.59
558592,11,,,231,1.79
558592,12,,,144,1.11
558592,81,Settlement,,650,5.03
558592,83,River,,166,1.28
558592,112,Waterbody,,8,0.06
558592,113,,,21,0.16
558576,1,Agri Land,,4144,10.07
558576,2,Agri Land,,4373,10.63
558576,3,Agri Land,,1523,3.7
558576,4,Agri Land,,6926,16.83
558576,5,Agri Land,,73,0.18
558576,6,Agri Land,,1270,3.09
558576,7,Agri Land,,1084,2.63
558576,8,Agri Land,,7528,18.29
558576,9,Agri Land,,2446,5.94
558576,10,Agri Land,,1366,3.32
558576,11,,,4340,10.55
558576,12,,,1419,3.45
558576,13,,,913,2.22
558576,81,Settlement,,3115,7.57
558576,83,River,,126,0.31
558576,112,Waterbody,,448,1.09
558576,113,,,56,0.14
559408,1,Agri Land,,11188,39.87
559408,2,Agri Land,,913,3.25
559408,3,Agri Land,,3986,14.21
559408,4,Agri Land,,5616,20.02
559408,5,Agri Land,,2265,8.07
559408,6,Agri Land,,992,3.53
559408,81,Settlement,,2665,9.5
559408,82,,,91,0.33
559408,83,River,,341,1.22
559451,1,Agri Land,,7285,36.4
559451,2,Agri Land,,824,4.12
559451,3,Agri Land,,1471,7.35
559451,4,Agri Land,,6925,34.61
559451,5,Agri Land,,1124,5.62
559451,6,Agri Land,,1436,7.18
559451,81,Settlement,,728,3.64
559451,83,River,,127,0.63
559451,113,,,92,0.46
559486,1,Agri Land,,11518,39.59
559486,2,Agri Land,,4971,17.09
559486,3,Agri Land,,3390,11.65
559486,4,Agri Land,,3171,10.9
559486,5,Agri Land,,843,2.9
559486,6,Agri Land,,1780,6.12
559486,7,Agri Land,,1177,4.04
559486,81,Settlement,,1928,6.63
559486,83,River,,128,0.44
559486,104,,,26,0.09
559486,113,,,132,0.45
559486,115,,,26,0.09
559482,1,Agri Land,,1690,4.77
559482,2,Agri Land,,15404,43.52
559482,3,Agri Land,,1556,4.39
559482,4,Agri Land,,8599,24.29
559482,5,Agri Land,,1653,4.67
559482,6,Agri Land,,1160,3.28
559482,81,Settlement,,4338,12.26
559482,83,River,,352,1
559482,84,,,231,0.65
559482,85,Forest,,198,0.56
559482,90,,,21,0.06
559482,104,,,7,0.02
559482,112,Waterbody,,21,0.06
559482,113,,,142,0.4
559482,115,,,23,0.07
603602,1,Agri Land,,1932,10.41
603602,2,Agri Land,,3984,21.47
603602,3,Agri Land,,2810,15.14
603602,4,Agri Land,,181,0.97
603602,5,Agri Land,,2259,12.17
603602,6,Agri Land,,5159,27.8
603602,80,,,151,0.81
603602,81,Settlement,,1125,6.06
603602,83,River,,700,3.77
603602,86,,,3,0.02
603602,112,Waterbody,,236,1.27
603602,113,,,16,0.09
603602,118,,,3,0.02
603605,1,Agri Land,,8120,30.89
603605,2,Agri Land,,541,2.06
603605,3,Agri Land,,4244,16.15
603605,4,Agri Land,,1112,4.23
603605,5,Agri Land,,380,1.45
603605,6,Agri Land,,2258,8.59
603605,7,Agri Land,,3274,12.45
603605,8,Agri Land,,2195,8.35
603605,81,Settlement,,4075,15.5
603605,83,River,,46,0.17
603605,112,Waterbody,,20,0.08
603605,113,,,23,0.09
603611,1,Agri Land,,190,0.37
603611,2,Agri Land,,6406,12.62
603611,3,Agri Land,,10815,21.31
603611,4,Agri Land,,3650,7.19
603611,5,Agri Land,,11000,21.67
603611,6,Agri Land,,1887,3.72
603611,7,Agri Land,,3049,6.01
603611,8,Agri Land,,8269,16.29
603611,9,Agri Land,,759,1.49
603611,81,Settlement,,2592,5.11
603611,83,River,,967,1.91
603611,86,,,7,0.01
603611,112,Waterbody,,889,1.75
603611,113,,,199,0.39
603611,119,,,78,0.15
603626,1,Agri Land,,26760,53.12
603626,2,Agri Land,,409,0.81
603626,3,Agri Land,,732,1.45
603626,4,Agri Land,,6531,12.97
603626,5,Agri Land,,8144,16.17
603626,81,Settlement,,7276,14.44
603626,83,River,,447,0.89
603626,86,,,64,0.13
603626,112,Waterbody,,9,0.02
559494,1,Agri Land,,10981,16.14
559494,2,Agri Land,,5925,8.71
559494,3,Agri Land,,6770,9.95
559494,4,Agri Land,,1817,2.67
559494,5,Agri Land,,13749,20.21
559494,6,Agri Land,,2737,4.02
559494,7,Agri Land,,2815,4.14
559494,8,Agri Land,,10651,15.66
559494,9,Agri Land,,4044,5.94
559494,10,Agri Land,,1102,1.62
559494,11,,,380,0.56
559494,81,Settlement,,6317,9.29
559494,83,River,,334,0.49
559494,112,Waterbody,,81,0.12
559494,113,,,326,0.48
603644,1,Agri Land,,2849,15.2
603644,2,Agri Land,,323,1.72
603644,3,Agri Land,,2936,15.67
603644,4,Agri Land,,2332,12.44
603644,5,Agri Land,,5155,27.51
603644,6,Agri Land,,2483,13.25
603644,81,Settlement,,2221,11.85
603644,83,River,,338,1.81
603644,112,Waterbody,,87,0.46
603644,113,,,15,0.08
603668,1,Agri Land,,442,2.31
603668,2,Agri Land,,5158,27.01
603668,3,Agri Land,,1925,10.08
603668,4,Agri Land,,826,4.32
603668,5,Agri Land,,4705,24.64
603668,6,Agri Land,,2931,15.35
603668,81,Settlement,,1845,9.66
603668,83,River,,854,4.47
603668,86,,,8,0.04
603668,112,Waterbody,,225,1.18
603668,113,,,80,0.42
603668,119,,,94,0.49
603671,1,Agri Land,,1642,5.85
603671,2,Agri Land,,444,1.58
603671,3,Agri Land,,6350,22.64
603671,4,Agri Land,,1564,5.58
603671,5,Agri Land,,465,1.66
603671,6,Agri Land,,670,2.39
603671,7,Agri Land,,4037,14.39
603671,8,Agri Land,,4946,17.63
603671,9,Agri Land,,2153,7.68
603671,81,Settlement,,5115,18.23
603671,83,River,,224,0.8
603671,84,,,14,0.05
603671,85,Forest,,216,0.77
603671,86,,,19,0.07
603671,109,,,13,0.05
603671,113,,,64,0.23
603671,119,,,118,0.42
603687,1,Agri Land,,116,2.37
603687,2,Agri Land,,1517,31.02
603687,3,Agri Land,,374,7.64
603687,4,Agri Land,,335,6.84
603687,5,Agri Land,,1075,21.97
603687,81,Settlement,,1429,29.2
603687,83,River,,37,0.76
603687,86,,,7,0.15
603687,113,,,3,0.05
603677,1,Agri Land,,1417,3.24
603677,2,Agri Land,,710,1.62
603677,3,Agri Land,,1620,3.7
603677,4,Agri Land,,967,2.21
603677,5,Agri Land,,9656,22.05
603677,6,Agri Land,,5980,13.66
603677,7,Agri Land,,11403,26.04
603677,8,Agri Land,,4584,10.47
603677,81,Settlement,,6586,15.04
603677,83,River,,467,1.07
603677,112,Waterbody,,251,0.57
603677,113,,,149,0.34
605835,1,Agri Land,,6026,22.07
605835,2,Agri Land,,7225,26.46
605835,3,Agri Land,,2326,8.52
605835,4,Agri Land,,3374,12.36
605835,5,Agri Land,,1154,4.23
605835,6,Agri Land,,3064,11.22
605835,81,Settlement,,3304,12.1
605835,83,River,,148,0.54
605835,112,Waterbody,,680,2.49
605814,1,Agri Land,,16156,41.99
605814,2,Agri Land,,5143,13.37
605814,3,Agri Land,,560,1.46
605814,4,Agri Land,,4233,11
605814,5,Agri Land,,692,1.8
605814,6,Agri Land,,3230,8.4
605814,7,Agri Land,,1801,4.68
605814,8,Agri Land,,1223,3.18
605814,81,Settlement,,3064,7.96
605814,83,River,,155,0.4
605814,112,Waterbody,,2218,5.76
605856,1,Agri Land,,9121,21.8
605856,2,Agri Land,,6715,16.05
605856,3,Agri Land,,4170,9.97
605856,4,Agri Land,,7282,17.4
605856,5,Agri Land,,2352,5.62
605856,6,Agri Land,,2804,6.7
605856,7,Agri Land,,1331,3.18
605856,8,Agri Land,,187,0.45
605856,80,,,4,0.01
605856,81,Settlement,,7423,17.74
605856,83,River,,208,0.5
605856,84,,,73,0.17
605856,86,,,38,0.09
605856,112,Waterbody,,125,0.3
605856,113,,,11,0.03
605865,1,Agri Land,,778,1.6
605865,2,Agri Land,,7162,14.76
605865,3,Agri Land,,2021,4.16
605865,4,Agri Land,,161,0.33
605865,5,Agri Land,,1952,4.02
605865,6,Agri Land,,1971,4.06
605865,7,Agri Land,,6478,13.35
605865,8,Agri Land,,5895,12.15
605865,9,Agri Land,,1505,3.1
605865,10,Agri Land,,3275,6.75
605865,81,Settlement,,10225,21.07
605865,83,River,,480,0.99
605865,85,Forest,,5550,11.44
605865,86,,,56,0.11
605865,109,,,113,0.23
605865,112,Waterbody,,849,1.75
605865,113,,,32,0.07
605865,119,,,33,0.07
605874,1,Agri Land,,1975,5.73
605874,2,Agri Land,,642,1.86
605874,3,Agri Land,,1530,4.44
605874,4,Agri Land,,11411,33.08
605874,5,Agri Land,,6900,20.01
605874,6,Agri Land,,539,1.56
605874,7,Agri Land,,5268,15.27
605874,8,Agri Land,,1028,2.98
605874,81,Settlement,,4523,13.11
605874,83,River,,429,1.24
605874,112,Waterbody,,231,0.67
605874,113,,,17,0.05
605880,1,Agri Land,,5895,17.35
605880,2,Agri Land,,5590,16.46
605880,3,Agri Land,,2092,6.16
605880,4,Agri Land,,379,1.12
605880,5,Agri Land,,2685,7.9
605880,6,Agri Land,,4310,12.69
605880,7,Agri Land,,4055,11.94
605880,8,Agri Land,,3622,10.66
605880,81,Settlement,,4610,13.57
605880,83,River,,348,1.02
605880,112,Waterbody,,343,1.01
605880,113,,,38,0.11
609018,1,Agri Land,,5971,34.16
609018,2,Agri Land,,1280,7.33
609018,3,Agri Land,,681,3.9
609018,4,Agri Land,,872,4.99
609018,5,Agri Land,,4071,23.3
609018,80,,,103,0.59
609018,81,Settlement,,3538,20.24
609018,83,River,,505,2.89
609018,84,,,92,0.52
609018,112,Waterbody,,303,1.74
609018,113,,,17,0.1
609018,119,,,43,0.24
609023,1,Agri Land,,382,0.89
609023,2,Agri Land,,2512,5.82
609023,3,Agri Land,,758,1.76
609023,4,Agri Land,,853,1.98
609023,5,Agri Land,,1757,4.07
609023,6,Agri Land,,4898,11.35
609023,7,Agri Land,,12555,29.09
609023,8,Agri Land,,10064,23.32
609023,9,Agri Land,,5005,11.6
609023,81,Settlement,,3129,7.25
609023,83,River,,617,1.43
609023,112,Waterbody,,631,1.46
605883,1,Agri Land,,14480,33.6
605883,2,Agri Land,,5787,13.43
605883,3,Agri Land,,558,1.29
605883,4,Agri Land,,4220,9.79
605883,5,Agri Land,,7873,18.27
605883,6,Agri Land,,1545,3.58
605883,7,Agri Land,,3816,8.85
605883,8,Agri Land,,1372,3.18
605883,81,Settlement,,3006,6.97
605883,83,River,,58,0.13
605883,112,Waterbody,,372,0.86
605883,113,,,14,0.03
609032,1,Agri Land,,702,2.55
609032,2,Agri Land,,5195,18.88
609032,3,Agri Land,,3767,13.69
609032,4,Agri Land,,11532,41.9
609032,5,Agri Land,,3079,11.19
609032,80,,,27,0.1
609032,81,Settlement,,1484,5.39
609032,83,River,,998,3.63
609032,84,,,0,0
609032,86,,,9,0.03
609032,109,,,33,0.12
609032,112,Waterbody,,589,2.14
609032,113,,,106,0.38
609032,118,,,1,0
609033,1,Agri Land,,507,1.77
609033,2,Agri Land,,6699,23.4
